STATEID	STATE	NUMREC	TOTBEG	ENNOINC	ENINC	OTHEN	ENUNK	TOTEN	EXCOM	EXINCNEW	EXINCURR	EXTREAT	EXINCOTH	EXINCUNK	EXABSND	EXWRNT	EXTRANS	EXDTH	EXOTHCOM	EXUNSAT	EXOTH	EXUNK	TOTEX	TOTEND	INORCASE	MALE	FEML	GENDUNK	TOTGEND	WHITE	BLACK	HISP	AMINALK	ASIAN	HAWPAC	TWORACE	ADDRACE	UNKRACE	TOTRACE	FELONY	MISD	OTHSROFF	SROFFUNK	TOTSROFF	DMVIOL	SXASLT	OTHVIOL	PROPERTY	DRUG	DUI	TRAF	OTHOFF	OFFUNK	TOTOFF	OUTST	OUTSTNUM	OUTSTIN	ANST	ANSTNUM	REPTPREV	HLDFAC	PAROLE	JAIL	PRISON	CBCF	ICE	DIRECT	SPLIT	SPNDEXC	SPNDIMP	OTHSUP	SUPUNK	TOTSUP	ACTIVE	RESTX	FINONLY	INACTIVE	ABSND	WRNT	OUTJURS	OTHSTAT	STATUNK	TOTSTAT	GPS	GPSNUM	GPSSXNUM	IMPEN	IMPEX	UNKEN	UNKEX	UNKINCASE	UNKGEND	UNKRACE2	UNKSROFF	UNKSROFF2	UNKSUP	UNKSTAT	INDS	CASES	OUTSTINCL	OUTSTEXCL	ESTOTBEG	ESENNOINC	ESENINC	ESOTHEN	ESENUNK	ESTOTEN	ESEXCOM	ESEXINCNEW	ESEXINCURR	ESEXTREAT	ESEXINCOTH	ESEXINCUNK	ESEXABSND	ESEXWRNT	ESEXTRANS	ESEXDTH	ESEXOTHCOM	ESEXUNSAT	ESEXOTH	ESEXUNK	ESTOTEX	ESTOTEND	ESMALE	ESFEML	ESGENDUNK	ESTOTGEND	ESWHITE	ESBLACK	ESHISP	ESAMINALK	ESASIAN	ESHAWPAC	ESTWORACE	ESADDRACE	ESUNKRACE	ESTOTRACE	ESFELONY	ESMISD	ESOTHSROFF	ESSROFFUNK	ESTOTSROFF	ESDMVIOL	ESSXASLT	ESOTHVIOL	ESPROPERTY	ESDRUG	ESDUI	ESTRAF	ESOTHOFF	ESOFFUNK	ESTOTOFF	ESOUTSTNUM	ESANSTNUM	ESPAROLE	ESJAIL	ESPRISON	ESCBCF	ESICE	ESDIRECT	ESSPLIT	ESSPNDEXC	ESSPNDIMP	ESOTHSUP	ESSUPUNK	ESTOTSUP	ESACTIVE	ESRESTX	ESFINONLY	ESINACTIVE	ESABSND	ESWRNT	ESOUTJURS	ESOTHSTAT	ESSTATUNK	ESTOTSTAT	ESGPSNUM	ESGPSSXNUM	SUPVRATE
12	FL	42	221446	95640	6532	804	25191	128167	69068	13236	19974	17	132	0	304	1308	21	1017	3344	3134	60	24869	136484	214066	3	142492	50264	21310	214066	96980	52972	28965	337	972	149	166	72	33453	214066	149738	52258	2340	9730	214066	2440	6433	32424	65392	40136	10815	6821	13209	36396	214066	1	5632	1	1	418	1	1	60	753	1351	2	796	94426	15566	88	72290	48	31641	214066	119380	266	473	356	25276	5273	5660	28958	28424	214066	1	4454	2941	144100	150100	0	0	3905	0	0	0	0	7	0	188107	22054	5632	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	3	3	2	3	3	0	0	1288
13	GA	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
15	HI	1	20912	-9	-9	0	4400	4400	2877	236	533	-9	453	-9	-9	-9	4	68	625	-9	-9	0	4796	20516	1	15610	4755	151	20516	5138	787	250	0	3472	6545	0	3231	1093	20516	10334	6112	3241	829	20516	-9	-9	-9	-9	-9	-9	-9	0	20516	20516	1	123	1	1	230	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	20516	20516	20393	-9	-9	-9	-9	-9	123	0	0	20516	1	-9	-9	4400	4800	0	0	0	0	0	0	0	0	0	0	20516	123	0	2	0	0	0	2	2	2	2	2	0	2	0	0	0	2	2	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	2	0	0	2	0	0	1828
16	ID	2	32898	2996	1901	7	7576	12480	2887	-9	19	1203	26	-9	6	3	-9	60	236	-9	-9	8529	12969	32409	1	10944	4346	17119	32409	11424	326	2114	420	79	9	-9	0	18037	32409	15290	17119	0	0	32409	-9	816	2779	4048	5196	-9	-9	2451	17119	32409	1	1264	1	1	580	-9	-9	-9	-9	-9	-9	-9	-9	-9	15290	-9	0	17119	32409	11108	-9	-9	2918	-9	-9	1264	0	17119	32409	1	106	10	12500	13000	0	0	0	0	0	0	0	0	0	32409	0	1264	0	1	1	1	1	0	3	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	3	1	1	1	3	1	1	1	1	1	1	0	0	1	3	1	1	0	0	3	0	1	1	1	1	0	0	1	1	3	1	2	0	0	0	0	0	0	0	1	0	0	1	3	1	0	0	2	0	0	1	0	1	3	0	0	2578
17	IL	1	122125	-9	-9	0	42970	42970	26983	427	6090	-8	-8	-8	-8	-8	-8	-8	10452	7154	-8	0	51106	113989	1	84352	29637	0	113989	60262	35502	15609	274	622	45	-9	0	1675	113989	72490	41499	0	0	113989	-9	-9	-9	-9	-9	-9	-9	0	113989	113989	1	3587	1	1	2201	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	113989	113989	-9	-9	-9	-9	-9	-9	-9	0	113989	113989	1	-9	-9	43000	51100	0	0	0	0	0	0	0	0	0	113989	0	3587	0	2	0	0	0	2	2	2	2	2	0	0	0	0	0	0	0	2	2	0	0	2	2	1	1	0	2	1	1	1	1	1	1	0	0	1	2	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	1154
18	IN	1	111709	1857	66087	9696	0	77640	50271	8287	9452	-9	-9	-9	7077	-9	-9	-9	-9	-9	5960	0	81047	108302	1	-9	-9	108302	108302	-9	-9	-9	-9	-9	-9	-9	0	108302	108302	51311	56991	0	0	108302	-9	-9	-9	-9	-9	-9	-9	0	108302	108302	1	3124	2	2	-8	2	2	-8	-8	-8	-8	-8	3338	24642	66995	-8	13327	0	108302	103645	-9	-9	-9	-9	-9	3527	-9	1130	108302	2	-8	-8	77600	81000	0	0	0	0	0	0	0	0	0	0	108302	0	3124	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	2135
19	IA	1	29819	7777	7725	0	0	15502	10962	1431	258	0	0	0	15	0	31	125	52	3193	0	0	16067	29254	1	21468	7786	0	29254	20943	5119	2309	335	378	9	0	0	161	29254	11701	17516	37	0	29254	3960	521	871	7605	7221	6679	866	1531	0	29254	1	1348	1	2	-8	1	1	177	1052	327	872	1	22	14865	5360	9007	0	0	29254	19988	1021	0	38	5696	0	1348	1163	0	29254	1	315	191	15500	16100	0	0	0	0	0	0	0	0	0	0	29254	1348	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1213
20	KS	1	16588	21493	-8	0	0	21493	13363	-8	-8	-8	130	-8	2472	-9	-8	-9	-8	2970	2492	0	21427	16654	1	-9	-9	16654	16654	-9	-9	-9	-9	-9	-9	-9	0	16654	16654	4310	12344	0	0	16654	-9	-9	-9	-9	-9	-9	-9	0	16654	16654	2	-8	-8	1	77	2	2	-8	-8	-8	-8	-8	-9	-9	-9	-9	0	16654	16654	16654	-9	-9	-9	-9	-9	-9	0	0	16654	1	-9	-9	21500	21400	0	0	0	0	0	0	0	0	0	16654	0	0	0	2	2	0	0	0	2	2	0	0	0	2	0	2	0	0	0	0	2	2	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	758
21	KY	3	52266	10776	377	5972	0	17125	9668	1502	3699	0	1974	0	88	0	93	384	301	37	88	0	17834	48457	1	28681	14876	4900	48457	33963	8362	606	39	59	45	373	0	5010	48457	35918	7639	0	4900	48457	277	403	6720	19606	15588	9	11	943	4900	48457	1	3248	1	-9	-9	1	1	287	332	23	-9	7	42894	637	26	0	0	4900	48457	27596	37	0	8450	4130	0	3248	96	4900	48457	1	27	1	25100	28900	0	0	4900	0	0	0	0	0	0	43557	0	3248	0	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	2	2	3	3	3	1	0	3	3	3	2	2	3	3	2	2	2	3	3	3	2	2	3	3	2	3	3	3	3	0	0	1411
22	LA	1	40959	11706	422	747	0	12875	7931	1394	2708	-8	-8	16	-8	-8	-8	221	256	1085	49	0	13660	40174	1	29488	10686	0	40174	19575	20097	171	49	140	141	-8	1	0	40174	40108	66	0	0	40174	392	906	3509	12373	16873	1394	436	3768	523	40174	1	1328	1	1	1692	1	1	-9	2867	6	22	34	33344	4017	-8	-8	2813	0	40174	37722	75	-8	-8	615	-8	1762	0	0	40174	2	-8	-8	12900	13700	0	0	0	0	0	0	0	0	0	40174	0	1328	0	2	2	2	2	0	2	2	2	2	0	0	2	0	0	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	0	0	2	2	2	2	2	0	0	2	0	2	0	0	2	0	0	1124
23	ME	1	6702	1753	1338	171	28	3290	2532	-9	-9	-9	589	-9	-9	-9	-9	-9	-9	-9	-9	186	3307	6817	1	5461	1356	0	6817	6086	346	45	111	26	8	35	-9	160	6817	4656	1680	481	0	6817	1673	492	320	1744	1268	381	171	407	361	6817	1	232	1	1	261	1	1	12	215	337	-9	-9	5066	374	-8	-8	11	1366	6817	5469	-8	-8	-8	890	-8	232	226	0	6817	1	-9	-9	3300	3300	0	0	0	0	0	0	0	0	0	6817	0	232	0	2	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	0	0	2	2	2	2	0	0	0	2	0	2	2	0	2	0	0	632
24	MD	1	76505	26293	7201	0	0	33494	22264	3533	3231	-9	-8	-8	-9	-9	55	550	1472	4949	1008	408	37470	72529	1	58544	13858	127	72529	33866	35893	-9	100	703	-9	-9	0	1967	72529	26103	29577	12170	4679	72529	-9	2861	18376	15247	11881	12170	319	6867	4808	72529	1	2714	2	2	-8	2	1	-8	-8	12230	-8	-8	49161	12230	-9	11138	0	0	72529	38167	-9	-9	27766	3318	564	2714	0	0	72529	2	-8	-8	33500	37500	0	0	0	0	0	0	0	0	0	0	72529	0	2714	2	2	2	0	0	2	2	2	2	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	0	0	0	2	0	0	2	2	0	2	0	0	2	2	0	0	2	2	2	2	0	0	2	0	0	1550
25	MA	1	64934	-9	-9	0	65772	65772	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	68917	68917	61789	1	48195	13594	0	61789	40643	10086	7961	105	701	38	-9	291	1964	61789	-9	-9	0	61789	61789	-9	-9	-9	-9	-9	-9	-9	0	61789	61789	1	1184	1	1	1560	2	2	-8	-8	-8	-8	-8	-9	-9	-9	-9	0	61789	61789	-9	-9	-9	-9	-9	-9	1184	-9	60605	61789	1	2878	-9	65800	68900	0	0	0	0	0	0	0	0	0	0	61789	1184	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	1	0	2	1	1	1	1	1	1	0	1	1	2	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	1	2	0	0	1133
26	MI	129	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
27	MN	1	98165	-9	-9	47266	0	47266	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	48579	48579	96852	1	73331	23521	0	96852	64664	15901	-9	4685	2443	-9	9159	0	0	96852	44296	52556	0	0	96852	7669	4209	8840	10581	16582	34242	4207	10361	161	96852	1	2786	1	1	1640	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	96852	96852	-9	-9	-9	-9	-9	-9	2786	0	94066	96852	1	-9	-9	47300	48600	0	0	0	0	0	0	0	0	0	96852	0	2786	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	2	0	0	2280
28	MS	1	36333	4121	5498	0	134	9753	8836	889	2017	0	585	0	0	0	0	70	4019	0	573	30	17019	29067	1	22588	6470	9	29067	11911	16687	299	35	78	-9	-9	-9	57	29067	29067	0	0	0	29067	237	906	3233	12678	11073	937	3	0	0	29067	1	1604	1	2	-8	1	1	-8	650	165	-8	-8	12024	15904	0	0	1139	0	29067	24390	0	0	0	2888	0	1604	185	0	29067	1	-9	-9	9800	17000	0	0	0	0	0	0	0	0	0	29067	0	1604	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	2	2	2	2	2	0	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1280
