STATEID	STATE	NUMREC	TOTBEG	ENNOINC	ENINC	OTHEN	ENUNK	TOTEN	EXCOM	EXINCNEW	EXINCURR	EXTREAT	EXINCOTH	EXINCUNK	EXABSND	EXWRNT	EXTRANS	EXDTH	EXOTHCOM	EXUNSAT	EXOTH	EXUNK	TOTEX	TOTEND	INORCASE	MALE	FEML	GENDUNK	TOTGEND	WHITE	BLACK	HISP	AMINALK	ASIAN	HAWPAC	TWORACE	ADDRACE	UNKRACE	TOTRACE	FELONY	MISD	OTHSROFF	SROFFUNK	TOTSROFF	DMVIOL	SXASLT	OTHVIOL	PROPERTY	DRUG	DUI	TRAF	OTHOFF	OFFUNK	TOTOFF	OUTST	OUTSTNUM	OUTSTIN	ANST	ANSTNUM	REPTPREV	HLDFAC	PAROLE	JAIL	PRISON	CBCF	ICE	DIRECT	SPLIT	SPNDEXC	SPNDIMP	OTHSUP	SUPUNK	TOTSUP	ACTIVE	RESTX	FINONLY	INACTIVE	ABSND	WRNT	OUTJURS	OTHSTAT	STATUNK	TOTSTAT	GPS	GPSNUM	GPSSXNUM	IMPEN	IMPEX	UNKEN	UNKEX	UNKINCASE	UNKGEND	UNKRACE2	UNKSROFF	UNKSROFF2	UNKSUP	UNKSTAT	INDS	CASES	OUTSTINCL	OUTSTEXCL	ESTOTBEG	ESENNOINC	ESENINC	ESOTHEN	ESENUNK	ESTOTEN	ESEXCOM	ESEXINCNEW	ESEXINCURR	ESEXTREAT	ESEXINCOTH	ESEXINCUNK	ESEXABSND	ESEXWRNT	ESEXTRANS	ESEXDTH	ESEXOTHCOM	ESEXUNSAT	ESEXOTH	ESEXUNK	ESTOTEX	ESTOTEND	ESMALE	ESFEML	ESGENDUNK	ESTOTGEND	ESWHITE	ESBLACK	ESHISP	ESAMINALK	ESASIAN	ESHAWPAC	ESTWORACE	ESADDRACE	ESUNKRACE	ESTOTRACE	ESFELONY	ESMISD	ESOTHSROFF	ESSROFFUNK	ESTOTSROFF	ESDMVIOL	ESSXASLT	ESOTHVIOL	ESPROPERTY	ESDRUG	ESDUI	ESTRAF	ESOTHOFF	ESOFFUNK	ESTOTOFF	ESOUTSTNUM	ESANSTNUM	ESPAROLE	ESJAIL	ESPRISON	ESCBCF	ESICE	ESDIRECT	ESSPLIT	ESSPNDEXC	ESSPNDIMP	ESOTHSUP	ESSUPUNK	ESTOTSUP	ESACTIVE	ESRESTX	ESFINONLY	ESINACTIVE	ESABSND	ESWRNT	ESOUTJURS	ESOTHSTAT	ESSTATUNK	ESTOTSTAT	ESGPSNUM	ESGPSSXNUM	SUPVRATE
12	FL	41	245040	124209	8938	7089	28484	168720	88960	13552	27323	127	2850	0	195	5441	69	1035	3014	2789	130	24376	169861	240869	3	167794	58269	14806	240869	120830	58355	32082	342	1111	122	138	33	27856	240869	163689	69774	1258	6148	240869	4582	2688	33447	75426	48422	17609	9662	18662	30371	240869	1	6198	3	1	375	1	1	30	1278	1331	3	1344	115831	14886	17	78742	20	31373	240869	146140	549	673	30101	27463	5996	6240	807	22900	240869	1	3869	2093	171700	173100	0	0	3786	0	0	0	0	0	0	216404	20679	6198	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	1561
13	GA	2	457217	26698	19395	-9	184381	230474	206164	3788	3652	-9	-9	-9	-9	-9	-9	485	-9	31541	-9	0	245630	442061	3	157474	44569	240018	442061	90150	104006	5427	229	685	2	-9	1486	240076	442061	200408	241653	-9	0	442061	812	8730	35729	77480	63264	1961	-9	10	254075	442061	1	8820	1	1	3709	2	1	4631	424	-9	3494	-9	134186	49203	-9	-9	18654	240018	442061	105514	623	-9	48898	38553	-9	8054	111	240308	442061	1	125	121	230500	245600	0	0	0	0	0	0	0	0	0	202043	240018	8820	0	3	2	2	0	3	3	3	2	2	0	0	0	0	0	0	2	0	1	0	2	3	3	2	2	2	3	2	2	2	2	2	2	0	2	2	3	2	3	0	2	3	2	2	2	2	2	2	0	2	2	3	2	2	2	2	0	2	0	2	2	0	0	2	0	3	2	2	0	2	2	0	2	2	2	3	0	0	5919
15	HI	1	22316	-9	-9	-9	6192	6192	4620	220	480	-9	571	-9	-9	-9	9	69	328	-9	-9	0	6297	22211	1	16626	5364	221	22211	5371	797	205	0	4045	6988	0	3798	1007	22211	14616	4648	1870	1077	22211	-9	-9	-9	-9	-9	-9	-9	-9	22211	22211	1	168	1	1	283	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	22211	22211	22043	-9	-9	-9	-9	-9	168	-9	0	22211	1	2	0	6200	6300	0	0	0	0	0	0	0	0	0	0	22211	168	0	2	0	0	0	2	2	2	2	2	0	2	0	0	0	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	2	0	2	2	0	0	2029
16	ID	2	29203	-9	-9	-9	13277	13277	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	10874	10874	31606	1	10722	3714	17170	31606	-9	-9	-9	-9	-9	-9	-9	-9	31606	31606	0	17170	0	14436	31606	-9	-9	-9	-9	-9	-9	-9	-9	31606	31606	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	31606	31606	-9	-9	-9	-9	-9	-9	-9	-9	31606	31606	-9	-9	-9	13300	10900	0	0	0	0	0	0	0	0	0	31606	0	0	0	3	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	2	2	3	1	0	0	0	0	0	0	0	0	1	1	2	1	2	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	2691
17	IL	1	125442	-9	-9	-9	58404	58404	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	59339	59339	124507	1	-9	-9	124507	124507	-9	-9	-9	-9	-9	-9	-9	-9	124507	124507	-9	-9	-9	124507	124507	-9	-9	-9	-9	-9	-9	-9	-9	124507	124507	1	-9	1	1	-9	2	2	-8	-8	-8	-8	-8	-9	-9	-9	-9	-9	124507	124507	-9	-9	-9	-9	-9	-9	-9	-9	124507	124507	1	-9	-9	58400	59300	0	0	0	0	0	0	0	0	0	124507	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	1265
18	IN	1	124967	2718	71055	10670	0	84443	60201	8220	8455	0	0	0	7022	0	0	0	0	0	4367	0	88265	121145	1	0	0	121145	121145	0	0	0	0	0	0	0	0	121145	121145	57762	63383	0	0	121145	0	0	0	0	0	0	0	0	121145	121145	2	-8	-8	2	-8	2	2	-8	-8	-8	-8	-8	4473	29775	72531	0	14366	0	121145	111985	0	0	0	0	0	3868	0	5292	121145	2	-8	-8	84400	88300	0	0	0	0	0	0	0	0	0	0	121145	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	0	0	0	0	0	0	0	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	0	0	2441
19	IA	1	29828	8618	5746	0	0	14364	10324	26	4	0	0	0	88	0	93	60	35	4229	0	0	14859	29333	1	21529	7804	0	29333	21665	4639	2165	332	311	8	0	0	213	29333	11754	17549	30	0	29333	3421	517	729	7570	7361	7778	825	1132	0	29333	1	1294	1	2	-8	1	1	145	854	263	978	2	14	15504	5038	8777	0	0	29333	21311	1046	0	39	4830	0	1294	813	0	29333	1	315	252	14400	14900	0	0	0	0	0	0	0	0	0	0	29333	1294	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1243
20	KS	1	17353	21275	-9	-9	0	21275	13612	-9	-9	-9	131	-9	-9	-9	-9	-9	2450	3179	2235	0	21607	17021	1	-9	-9	17021	17021	-9	-9	-9	-9	-9	-9	-9	-9	17021	17021	3654	13367	-9	0	17021	-9	-9	-9	-9	-9	-9	-9	-9	17021	17021	1	-9	2	1	39	2	1	-9	-9	-9	-9	-9	17021	-9	-9	-9	-9	0	17021	17021	-9	-9	-9	-9	-9	-9	-9	0	17021	1	-9	-9	21300	21600	0	0	0	0	0	0	0	0	0	17021	0	0	0	2	2	0	0	2	2	2	0	0	0	2	0	0	0	0	0	2	2	2	2	2	2	0	0	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	2	2	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	784
21	KY	3	56140	10961	305	4627	0	15893	8016	959	4826	0	664	0	102	0	92	269	584	88	48	5	15653	54511	1	29045	13489	11977	54511	32755	8828	540	41	97	0	270	3	11977	54511	33983	8551	0	11977	54511	401	600	6231	18629	14703	426	31	1428	12062	54511	1	2925	1	-9	-9	1	1	231	263	60	-9	15	41433	1074	27	0	0	11977	54511	27101	12	121	9869	2269	0	2925	237	11977	54511	1	3	2	22000	23600	0	0	11977	0	0	0	0	0	0	42534	0	2925	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1617
22	LA	1	42753	12854	450	405	0	13709	8544	1887	2873	-8	-8	153	-8	-8	-8	184	1080	34	409	0	15164	41298	1	30720	10578	0	41298	19367	21469	250	24	140	46	-8	2	0	41298	40145	1153	-8	0	41298	221	1146	1821	13186	18832	1830	182	3337	743	41298	1	1768	1	1	2186	1	1	192	3214	33	68	37	39970	1328	-8	-8	-8	0	41298	36227	430	-8	-8	2873	-8	1768	-8	0	41298	1	25	25	13700	15200	0	0	0	0	0	0	0	0	0	41298	0	1768	0	2	2	2	2	2	2	2	2	2	0	0	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	2	2	2	0	0	2	0	2	0	2	2	0	0	1181
23	ME	1	7159	1776	1323	132	44	3275	2856	-9	-9	-9	503	-9	-9	-9	-9	-9	-9	-9	-9	133	3492	6942	1	5729	1213	0	6942	6260	287	38	99	26	11	25	0	196	6942	4659	1755	528	0	6942	1620	490	256	1972	1135	458	208	402	401	6942	1	188	1	1	239	1	1	9	284	301	-8	-8	5694	300	-9	-9	0	948	6942	5545	0	0	0	921	0	188	288	0	6942	1	-9	-9	3300	3500	0	0	0	0	0	0	0	0	0	6942	0	188	0	2	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	652
24	MD	1	96359	33619	7444	-8	0	41063	24290	3959	4074	-9	-8	-8	-8	-8	18	425	1314	5075	1627	0	40782	96640	1	78518	18122	0	96640	45247	48475	-9	112	798	-9	-9	-9	2008	96640	29887	48394	18359	0	96640	2903	2632	10996	18867	20667	18359	3144	19072	0	96640	1	1305	1	1	2118	2	1	-8	-8	9862	-8	-8	-8	9862	72393	14385	-8	0	96640	47203	-9	-9	41090	6373	669	1305	-8	0	96640	1	-9	-9	41100	40800	0	0	0	0	0	0	0	0	0	0	96640	1305	0	2	2	2	0	2	2	2	2	2	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	0	0	2	2	2	2	0	2	2	0	0	2117
25	MA	1	68615	-9	-9	-9	74906	74906	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	74848	74848	68673	1	55625	13048	0	68673	-9	-9	-9	-9	-9	-9	-9	-9	68673	68673	-9	-9	-9	68673	68673	-9	-9	-9	-9	-9	-9	-9	-9	68673	68673	1	789	2	2	-8	2	2	-8	-8	-8	-8	-8	-9	-9	-9	-9	-9	68673	68673	-9	-9	-9	-9	-9	-9	-9	-9	68673	68673	1	1976	-9	74900	74800	0	0	0	0	0	0	0	0	0	0	68673	0	789	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	1303
26	MI	134	185984	29583	21680	2151	52994	106408	43631	1505	5648	209	150	287	365	1996	147	211	2057	1369	1701	50786	110062	178597	3	103489	34408	40700	178597	51308	39512	2669	624	368	70	192	44	83810	178597	76162	84393	114	17928	178597	6377	1964	7963	30919	23751	13624	3678	14086	76235	178597	1	1247	1	1	2	1	1	1390	698	1164	75	2	21087	2867	1654	1111	57	151821	178597	74744	93	223	666	19462	11726	1324	70	70289	178597	1	510	16	117600	122200	0	0	7228	0	0	0	0	0	0	50741	120628	1247	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	2338
27	MN	1	107423	-9	-9	61811	0	61811	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	61077	61077	108157	1	82470	25687	0	108157	74202	17070	-9	4733	2781	-9	9371	0	0	108157	41588	66569	0	0	108157	5816	4354	8567	13678	13353	43569	6326	12439	55	108157	1	2031	1	1	1237	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	108157	108157	-9	-9	-9	-9	-9	-9	2031	-9	106126	108157	1	-9	-9	61800	61100	0	0	0	0	0	0	0	0	0	108157	0	2031	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	2	0	0	2625
28	MS	1	29466	3086	6488	0	0	9574	4083	1781	1226	0	0	0	26	0	15	48	0	0	1093	0	8272	30768	1	23735	7029	4	30768	12483	17773	265	33	102	-9	-9	89	23	30768	30768	0	0	0	30768	73	1111	3465	13488	11390	1222	19	0	0	30768	1	1947	1	2	-8	1	2	-8	-8	-8	-8	-8	10380	15601	-9	4666	-9	121	30768	28821	0	0	0	0	0	1947	0	0	30768	2	-8	-8	9600	8300	0	0	0	0	0	0	0	0	0	30768	0	1947	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1370
29	MO	2	56912	16190	4244	3062	0	23496	11108	1111	3779	638	13	0	7714	27	0	383	0	0	73	92	24938	55470	1	41537	13932	1	55470	40237	14041	823	153	163	0	0	0	53	55470	54225	1066	85	94	55470	1309	1197	5403	16396	18295	5568	1198	6104	0	55470	1	3528	1	2	-8	2	1	-9	-9	-9	-9	-9	0	0	29197	24880	1393	0	55470	50844	0	0	0	686	412	3528	0	0	55470	1	113	76	23500	24900	0	0	55301	0	0	0	0	0	0	169	0	3528	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1197
