STATEID	STATE	NUMREC	TOTBEG	ENNOINC	ENINC	OTHEN	ENUNK	TOTEN	EXCOM	EXINCNEW	EXINCURR	EXTREAT	EXINCOTH	EXINCUNK	EXABSND	EXWRNT	EXTRANS	EXDTH	EXOTHCOM	EXUNSAT	EXOTH	EXUNK	TOTEX	TOTEND	INORCASE	MALE	FEML	GENDUNK	TOTGEND	WHITE	BLACK	HISP	AMINALK	ASIAN	HAWPAC	TWORACE	ADDRACE	UNKRACE	TOTRACE	FELONY	MISD	OTHSROFF	SROFFUNK	TOTSROFF	DMVIOL	SXASLT	OTHVIOL	PROPERTY	DRUG	DUI	TRAF	OTHOFF	OFFUNK	TOTOFF	OUTST	OUTSTNUM	OUTSTIN	ANST	ANSTNUM	REPTPREV	HLDFAC	PAROLE	JAIL	PRISON	CBCF	ICE	DIRECT	SPLIT	SPNDEXC	SPNDIMP	OTHSUP	SUPUNK	TOTSUP	ACTIVE	RESTX	FINONLY	INACTIVE	ABSND	WRNT	OUTJURS	OTHSTAT	STATUNK	TOTSTAT	GPS	GPSNUM	GPSSXNUM	IMPEN	IMPEX	UNKEN	UNKEX	UNKINCASE	UNKGEND	UNKRACE2	UNKSROFF	UNKSROFF2	UNKSUP	UNKSTAT	INDS	CASES	OUTSTINCL	OUTSTEXCL	ESTOTBEG	ESENNOINC	ESENINC	ESOTHEN	ESENUNK	ESTOTEN	ESEXCOM	ESEXINCNEW	ESEXINCURR	ESEXTREAT	ESEXINCOTH	ESEXINCUNK	ESEXABSND	ESEXWRNT	ESEXTRANS	ESEXDTH	ESEXOTHCOM	ESEXUNSAT	ESEXOTH	ESEXUNK	ESTOTEX	ESTOTEND	ESMALE	ESFEML	ESGENDUNK	ESTOTGEND	ESWHITE	ESBLACK	ESHISP	ESAMINALK	ESASIAN	ESHAWPAC	ESTWORACE	ESADDRACE	ESUNKRACE	ESTOTRACE	ESFELONY	ESMISD	ESOTHSROFF	ESSROFFUNK	ESTOTSROFF	ESDMVIOL	ESSXASLT	ESOTHVIOL	ESPROPERTY	ESDRUG	ESDUI	ESTRAF	ESOTHOFF	ESOFFUNK	ESTOTOFF	ESOUTSTNUM	ESANSTNUM	ESPAROLE	ESJAIL	ESPRISON	ESCBCF	ESICE	ESDIRECT	ESSPLIT	ESSPNDEXC	ESSPNDIMP	ESOTHSUP	ESSUPUNK	ESTOTSUP	ESACTIVE	ESRESTX	ESFINONLY	ESINACTIVE	ESABSND	ESWRNT	ESOUTJURS	ESOTHSTAT	ESSTATUNK	ESTOTSTAT	ESGPSNUM	ESGPSSXNUM	SUPVRATE
12	FL	42	227540	106060	8272	2947	31496	148775	82892	13579	23075	58	2418	0	67	3846	3169	964	2715	4024	59	18447	155313	220769	3	152522	54476	13771	220769	105543	55869	30806	482	1020	120	149	117	26663	220769	152576	56091	3499	8603	220769	3178	6509	32517	69461	42050	12915	7856	15092	31191	220769	1	5591	3	1	353	1	1	110	904	1329	21	784	110188	15809	120	73335	8	21309	220769	123261	416	864	0	25426	8107	5598	29949	27148	220769	1	1665	2763	153600	160800	0	0	4084	0	0	0	0	0	0	198585	18100	5591	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	1353
13	GA	2	481339	24246	18679	0	214557	257482	186717	4454	1537	-9	-9	-9	-9	-9	-9	333	677	109067	9596	0	312381	432235	3	166537	47654	218044	432235	97635	108808	5400	212	843	0	-9	0	219337	432235	206950	218415	0	6870	432235	1019	9190	39975	76252	64438	689	1496	15360	223816	432235	1	8245	1	1	3669	2	1	4622	-9	-9	-9	-9	124883	81393	-9	0	0	225959	432235	298295	-9	-9	35381	32800	43026	-9	22733	0	432235	1	172	172	257500	312400	0	0	0	0	0	0	0	0	0	215289	216946	8245	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	5570
15	HI	1	20931	-9	-9	0	5042	5042	3143	270	597	0	485	0	0	0	8	55	503	0	0	0	5061	20912	1	15840	4919	153	20912	5173	815	255	0	3614	6618	0	3369	1068	20912	11139	6017	2961	795	20912	-9	-9	-9	-9	-9	-9	-9	0	20912	20912	1	138	1	1	258	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	20912	20912	20774	-9	-9	-9	-9	-9	138	0	0	20912	2	-8	-8	5000	5100	0	0	0	0	0	0	0	0	0	0	20912	138	0	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	2	0	0	2	0	0	1859
16	ID	2	33466	3067	2225	24	7615	12931	2686	0	684	1253	0	0	1	14	0	72	108	0	68	8612	13498	32898	1	11117	4151	17630	32898	11466	303	2147	404	78	8	0	0	18492	32898	15268	0	0	17630	32898	0	858	2642	4471	4960	-9	-9	2157	17810	32898	1	1236	1	1	750	-9	-9	-9	-9	-9	-9	-9	-9	-9	15268	-9	0	17630	32898	11002	-9	-9	3030	-9	-9	1236	0	17630	32898	1	-9	-9	12900	13500	0	0	0	0	0	0	0	0	0	32898	0	1236	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	2	2	2	2	2	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	2675
17	IL	1	122184	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	122125	1	-9	-9	122125	122125	-9	-9	-9	-9	-9	-9	-9	0	122125	122125	-9	-9	0	122125	122125	-9	-9	-9	-9	-9	-9	-9	0	122125	122125	1	-9	1	1	-9	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	122125	122125	-9	-9	-9	-9	-9	-9	-9	0	122125	122125	1	-9	-9	55900	55900	0	0	0	0	0	0	0	0	0	122125	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	1232
18	IN	1	116595	1998	65068	8703	0	75769	51162	7620	9285	-8	-8	-8	6699	-8	-8	-8	-8	-8	4522	0	79288	113076	1	-9	-9	113076	113076	-9	-9	-9	-9	-9	-9	-9	0	113076	113076	53646	59430	0	0	113076	-9	-9	-9	-9	-9	-9	-9	0	113076	113076	1	-9	-9	2	-8	2	2	-8	-8	-8	-8	-8	3696	27739	68506	-8	13135	0	113076	105534	-9	-9	-9	-9	-9	3778	0	3764	113076	2	-8	-8	75800	79300	0	0	0	0	0	0	0	0	0	0	113076	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	2236
19	IA	1	29815	6819	7556	0	0	14375	10098	894	140	0	0	0	38	0	38	79	41	2987	0	0	14315	29875	1	21942	7929	4	29875	21565	5120	2268	332	381	9	0	0	200	29875	11901	17939	35	0	29875	3874	530	843	7925	7417	6955	815	1516	0	29875	1	1343	1	2	-8	1	1	182	1050	319	1002	1	15	15285	5243	9332	0	0	29875	21234	691	0	48	5432	-9	1343	1127	0	29875	1	335	235	14400	14300	0	0	0	0	0	0	0	0	0	0	29875	1343	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	0	0	1243
20	KS	1	16328	21280	-9	0	0	21280	12802	-9	128	-9	-9	-9	-9	-9	-9	-9	2700	3044	2346	0	21020	16588	1	-9	-9	16588	16588	-9	-9	-9	-9	-9	-9	-9	0	16588	16588	4112	12476	0	0	16588	-9	-9	-9	-9	-9	-9	-9	0	16588	16588	2	-8	-8	1	55	2	1	-9	-9	-9	-9	-9	16588	-9	-9	-9	0	0	16588	16588	-9	-9	-9	-9	-9	-9	0	0	16588	1	-9	-9	21300	21000	0	0	0	0	0	0	0	0	0	16588	0	0	0	2	2	0	0	0	2	2	0	2	0	0	0	0	0	0	0	2	2	2	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	754
21	KY	3	53923	19474	1341	5716	0	26531	13918	1346	3533	0	1616	0	2112	0	92	327	409	50	102	2900	26405	54049	1	29208	15041	9800	54049	34600	8437	586	44	50	43	343	0	9946	54049	36870	17179	0	0	54049	302	471	6535	20076	15796	257	19	793	9800	54049	1	3166	1	2	-8	1	1	550	416	14	-9	12	43585	626	38	0	0	9800	54049	37397	24	153	9723	3460	0	3166	126	0	54049	1	236	1	26500	26400	0	0	0	0	0	0	0	0	0	54049	0	3166	0	3	3	3	2	2	2	3	2	2	3	2	2	3	2	2	2	2	2	2	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	3	3	3	3	2	2	3	2	2	2	2	2	2	2	2	3	3	2	0	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	3	0	0	1579
22	LA	1	40979	11509	349	757	0	12615	7684	837	2812	-8	-8	96	-8	-8	-8	193	227	935	46	0	12830	40764	1	29880	10884	0	40764	19672	20612	170	38	150	120	-8	2	0	40764	39851	913	0	0	40764	345	1249	3003	12759	17284	1650	265	3667	542	40764	1	1841	1	-9	-9	1	1	106	3133	40	70	39	34894	3634	-8	-8	1648	588	40764	38547	103	-8	-8	639	-8	1475	0	0	40764	2	-8	-8	12600	12800	0	0	0	0	0	0	0	0	0	40764	0	1841	0	2	2	2	2	0	2	2	2	2	0	0	2	0	0	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	0	0	2	2	2	2	2	0	0	2	0	2	0	0	2	0	0	1143
23	ME	1	6562	1680	1419	172	46	3317	2510	0	0	0	561	0	0	0	0	0	0	0	0	100	3171	6708	1	5355	1353	0	6708	6025	305	45	113	21	9	20	0	170	6708	4672	1557	114	365	6708	1612	486	282	1837	1184	377	160	384	386	6708	1	186	1	1	266	1	1	12	224	369	-8	-8	4985	344	0	0	17	1362	6708	5422	0	0	0	867	0	186	233	0	6708	1	-9	-9	3300	3200	0	0	0	0	0	0	0	0	0	6708	0	186	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	624
24	MD	1	79539	29990	8214	0	0	38204	24434	3816	3722	-9	-8	-8	-9	-9	35	477	1614	5392	988	760	41238	76505	1	61640	14669	196	76505	35975	37726	-9	107	714	-9	-9	0	1983	76505	26991	31253	13232	5029	76505	-9	2915	18747	16450	12555	13232	477	7053	5076	76505	2	-8	-8	2	-8	2	1	-9	-9	12492	-9	-9	51961	12492	-9	12052	0	0	76505	43657	-9	-9	28248	3972	628	-9	0	0	76505	1	-9	-9	38200	41200	0	0	0	0	0	0	0	0	0	0	76505	0	0	2	2	2	0	0	2	2	2	2	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	0	0	0	0	2	0	0	2	2	0	2	0	0	2	2	0	0	2	2	2	0	0	0	2	0	0	1637
25	MA	1	68274	-9	-9	0	66461	66461	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	69801	69801	64934	1	50778	14156	0	64934	43766	9935	8117	65	844	65	-9	195	1947	64934	-9	-9	0	64934	64934	-9	-9	-9	-9	-9	-9	-9	0	64934	64934	1	1121	1	1	1162	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	64934	64934	-9	354	10166	-9	-9	-9	-9	0	54414	64934	1	2620	-9	66500	69800	0	0	0	0	0	0	0	0	0	0	64934	1121	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	1	0	2	1	1	1	1	1	1	0	1	1	2	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	0	0	0	0	2	2	0	0	1195
26	MI	130	174239	25265	21790	2223	44581	93859	36099	2272	2675	232	2	981	471	1023	103	210	2236	5165	1556	40468	93493	175965	3	98531	33760	43674	175965	45541	36023	2583	552	437	90	260	3	90476	175965	68103	76178	68	31616	175965	4863	3248	10651	35265	18563	12685	2410	1556	86724	175965	1	1232	3	-9	-9	1	1	702	462	907	1	11	15957	1407	1511	746	0	156344	175965	62236	1777	400	373	17603	10373	905	6	82292	175965	1	250	7	107500	105500	0	0	15132	0	0	0	0	0	0	108257	52576	0	1232	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	2276
27	MN	1	97036	-9	-9	0	48847	48847	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	47625	47625	98258	1	74856	23402	0	98258	66439	16052	-9	4680	2466	-9	8621	0	0	98258	43215	55043	0	0	98258	7681	4235	8891	11349	14922	35900	4433	10633	214	98258	1	2249	1	1	1338	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	98258	98258	-9	-9	-9	-9	-9	-9	2249	0	96009	98258	1	-9	-9	48800	47600	0	0	0	0	0	0	0	0	0	98258	0	2249	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	2	0	0	2328
28	MS	1	34398	4507	6219	1046	113	11885	6427	824	1558	0	581	0	29	0	0	46	-9	-9	464	21	9950	36333	1	28254	8064	15	36333	14690	20980	383	44	118	0	0	0	118	36333	36333	0	0	0	36333	232	1151	3903	16210	13429	1376	32	0	0	36333	1	1768	1	2	-8	1	1	-8	541	203	-8	-9	15695	18496	0	0	0	2142	36333	32316	0	0	0	2003	0	1768	0	246	36333	1	-9	-9	11900	10000	0	0	0	0	0	0	0	0	0	36333	0	1768	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1601
29	MO	2	47082	15700	4792	4332	0	24824	12224	881	3556	928	18	0	8831	16	0	376	0	0	0	200	27030	44876	1	32510	12288	78	44876	33201	10508	741	135	155	-9	-9	-9	136	44876	43773	964	-9	139	44876	1273	936	4541	13717	15199	3863	972	4298	77	44876	1	2938	1	-9	-9	-9	1	-9	-9	-9	-9	-9	0	0	23433	19894	1472	77	44876	40780	0	0	0	735	423	2938	0	0	44876	1	31	26	24800	27000	0	0	0	0	0	0	0	0	0	44876	0	2938	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	0	2	2	2	0	0	2	0	0	953
