STATEID	STATE	NUMREC	TOTBEG	ENNOINC	ENINC	OTHEN	ENUNK	TOTEN	EXCOM	EXINCNEW	EXINCURR	EXTREAT	EXINCOTH	EXINCUNK	EXABSND	EXWRNT	EXTRANS	EXDTH	EXOTHCOM	EXUNSAT	EXOTH	EXUNK	TOTEX	TOTEND	INORCASE	MALE	FEML	GENDUNK	TOTGEND	WHITE	BLACK	HISP	AMINALK	ASIAN	HAWPAC	TWORACE	ADDRACE	UNKRACE	TOTRACE	FELONY	MISD	OTHSROFF	SROFFUNK	TOTSROFF	DMVIOL	SXASLT	OTHVIOL	PROPERTY	DRUG	DUI	TRAF	OTHOFF	OFFUNK	TOTOFF	OUTST	OUTSTNUM	OUTSTIN	ANST	ANSTNUM	REPTPREV	HLDFAC	PAROLE	JAIL	PRISON	CBCF	ICE	DIRECT	SPLIT	SPNDEXC	SPNDIMP	OTHSUP	SUPUNK	TOTSUP	ACTIVE	RESTX	FINONLY	INACTIVE	ABSND	WRNT	OUTJURS	OTHSTAT	STATUNK	TOTSTAT	GPS	GPSNUM	GPSSXNUM	IMPEN	IMPEX	UNKEN	UNKEX	UNKINCASE	UNKGEND	UNKRACE2	UNKSROFF	UNKSROFF2	UNKSUP	UNKSTAT	INDS	CASES	OUTSTINCL	OUTSTEXCL	ESTOTBEG	ESENNOINC	ESENINC	ESOTHEN	ESENUNK	ESTOTEN	ESEXCOM	ESEXINCNEW	ESEXINCURR	ESEXTREAT	ESEXINCOTH	ESEXINCUNK	ESEXABSND	ESEXWRNT	ESEXTRANS	ESEXDTH	ESEXOTHCOM	ESEXUNSAT	ESEXOTH	ESEXUNK	ESTOTEX	ESTOTEND	ESMALE	ESFEML	ESGENDUNK	ESTOTGEND	ESWHITE	ESBLACK	ESHISP	ESAMINALK	ESASIAN	ESHAWPAC	ESTWORACE	ESADDRACE	ESUNKRACE	ESTOTRACE	ESFELONY	ESMISD	ESOTHSROFF	ESSROFFUNK	ESTOTSROFF	ESDMVIOL	ESSXASLT	ESOTHVIOL	ESPROPERTY	ESDRUG	ESDUI	ESTRAF	ESOTHOFF	ESOFFUNK	ESTOTOFF	ESOUTSTNUM	ESANSTNUM	ESPAROLE	ESJAIL	ESPRISON	ESCBCF	ESICE	ESDIRECT	ESSPLIT	ESSPNDEXC	ESSPNDIMP	ESOTHSUP	ESSUPUNK	ESTOTSUP	ESACTIVE	ESRESTX	ESFINONLY	ESINACTIVE	ESABSND	ESWRNT	ESOUTJURS	ESOTHSTAT	ESSTATUNK	ESTOTSTAT	ESGPSNUM	ESGPSSXNUM	SUPVRATE
12	FL	41	233017	111582	7865	699	34953	155099	84171	14437	25226	5	172	0	384	4777	27	879	3075	4505	3030	21584	162272	227087	3	158760	55573	12754	227087	110510	57280	31780	337	1133	124	130	62	25731	227087	158493	58162	3142	7290	227087	3590	2480	32169	71633	44391	15442	9105	2687	45590	227087	1	5706	3	1	336	1	1	-9	971	1354	9	639	109179	14975	128	75572	10	27223	227087	133360	438	855	1323	25503	6582	5757	29149	24120	227087	1	4043	2551	160400	167700	0	0	4697	0	0	0	0	0	0	201779	20611	5706	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	1422
13	GA	2	518507	24894	19444	-9	239310	283648	230173	4645	2158	-9	-9	-9	-9	-9	-9	354	-9	91838	-9	0	329168	471067	3	157448	45297	268322	471067	92343	102807	5337	203	796	5	-9	-9	269576	471067	201370	269697	-9	0	471067	879	9033	39569	75756	63205	2005	-9	12303	268317	471067	1	8342	1	1	3695	2	1	4871	256	-9	431	-9	128205	51920	-9	-9	22625	268317	471067	103249	776	-9	52013	38225	97258	8433	14	171099	471067	1	169	166	283600	329200	0	0	0	0	0	0	0	0	0	202750	268317	8342	0	3	2	2	0	3	3	3	2	2	0	0	0	0	0	0	2	0	1	0	0	3	3	2	2	3	3	2	2	2	2	2	2	0	0	3	3	2	3	0	0	3	2	2	2	2	2	2	0	2	1	3	2	2	2	2	0	2	0	2	2	0	0	2	1	3	2	2	0	2	2	2	2	2	3	3	0	0	6161
15	HI	1	21576	-9	-9	-9	4658	4658	3501	273	473	-9	479	-9	-9	-9	4	59	514	-9	-9	0	5303	20931	1	15711	5052	168	20931	5077	801	246	0	3762	6678	0	3367	1000	20931	11780	5762	2611	778	20931	-9	-9	-9	-9	-9	-9	-9	-9	20931	20931	1	177	1	1	388	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	20931	20931	20754	-9	-9	-9	-9	-9	177	-9	0	20931	2	-8	-8	4700	5300	0	0	0	0	0	0	0	0	0	0	20931	177	0	2	0	0	0	2	2	2	2	2	0	2	0	0	0	2	2	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	2	0	0	2	0	0	1877
16	ID	2	33062	2904	2046	17	8245	13212	2658	0	703	1245	0	0	0	3	0	67	0	0	0	8172	12848	33450	1	11139	3947	18364	33450	10767	271	2069	367	84	0	0	0	19892	33450	15086	18364	0	0	33450	-9	797	2312	4067	5161	-9	-9	2524	18589	33450	1	1308	1	1	771	-9	-9	-9	-9	-9	-9	-9	8754	6083	74	0	0	18539	33450	10647	0	0	3131	0	0	1308	0	18364	33450	1	-9	-9	13200	12800	0	0	0	0	0	0	0	0	0	33450	0	1308	0	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	3	3	2	2	2	2	1	2	2	2	2	2	2	2	3	3	2	3	2	2	3	0	2	2	2	2	0	0	2	3	3	1	2	0	0	0	0	0	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	3	3	0	0	2761
17	IL	1	123862	-9	-9	-9	56639	56639	27576	596	3778	-9	-9	-9	0	-9	0	-9	7946	8873	9548	0	58317	122184	1	91638	30546	0	122184	65015	37675	16270	122	574	-9	-9	-9	2528	122184	76250	34340	11594	0	122184	-9	-9	-9	-9	-9	-9	-9	-9	122184	122184	1	-9	1	1	-9	2	2	-8	-8	-8	-8	-8	-9	-9	-9	-9	-9	122184	122184	84341	-9	-9	-9	-9	-9	-9	-9	37843	122184	1	-9	-9	56600	58300	0	0	0	0	0	0	0	0	0	122184	0	0	0	2	0	0	0	2	2	2	2	2	0	0	0	0	0	0	0	2	2	2	0	2	2	1	1	0	2	1	1	1	1	1	0	0	0	1	2	1	1	1	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	2	2	0	0	1233
18	IN	1	123261	2396	66507	9117	0	78020	54872	7611	8536	-8	-8	-8	6761	-8	-8	-8	0	-9	4927	0	82707	118574	1	-9	-9	118574	118574	-9	-9	-9	-9	-9	-9	-9	-9	118574	118574	56977	61597	-8	0	118574	-9	-9	-9	-9	-9	-9	-9	-9	118574	118574	2	-8	-8	2	-8	2	2	-8	-8	-8	-8	-8	3796	29140	72326	-8	13312	0	118574	111566	-9	-9	-9	-9	-9	3786	-8	3222	118574	2	-8	-8	78000	82700	0	0	0	0	0	0	0	0	0	0	118574	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	2356
19	IA	1	29301	7840	8495	0	0	16335	11023	31	7	0	0	0	37	0	48	99	17	4445	0	0	15707	29929	1	21913	8016	0	29929	21898	4906	2168	351	364	10	0	0	232	29929	11964	17927	38	0	29929	3800	524	818	7843	7521	7312	770	1341	0	29929	1	1340	1	2	-8	1	1	183	1023	246	854	2	6	15622	5017	9284	0	0	29929	21496	953	0	34	5032	0	1340	1074	0	29929	1	306	227	16300	15700	0	0	0	0	0	0	0	0	0	0	29929	1340	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1252
20	KS	1	16446	21050	0	0	0	21050	12740	0	152	0	0	0	0	0	0	0	2731	3219	2326	0	21168	16328	1	-9	-9	16328	16328	-9	-9	-9	-9	-9	-9	-9	-9	16328	16328	3937	12391	0	0	16328	-9	-9	-9	-9	-9	-9	-9	-9	16328	16328	1	-9	2	1	33	2	1	-9	-9	-9	-9	-9	16328	-9	-9	-9	-9	0	16328	16328	-9	-9	-9	-9	-9	-9	-9	0	16328	1	-9	-9	21100	21200	0	0	0	0	0	0	0	0	0	16328	0	0	0	2	2	0	0	0	2	2	0	2	0	0	0	0	0	0	0	2	2	2	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	746
21	KY	3	53350	19387	1587	5754	0	26728	8766	1165	4103	0	1206	0	110	0	111	318	0	64	128	10000	25971	54107	1	29305	14802	10000	54107	34294	8577	613	48	100	0	309	0	10166	54107	35978	18129	0	0	54107	316	528	6659	20140	15979	301	24	160	10000	54107	1	3388	1	2	-8	1	1	192	344	6	-8	7	47805	1213	2589	2500	0	0	54107	37693	17	170	9692	2988	0	3388	154	5	54107	1	75	1	26700	26000	0	0	0	0	0	0	0	0	0	54107	0	3388	0	3	3	3	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	0	2	2	2	2	2	3	2	3	3	2	2	2	3	2	2	2	2	2	2	2	2	2	0	0	1587
22	LA	1	41761	11517	1379	762	0	13658	8245	1580	2965	-8	-8	38	-8	-8	-8	223	299	992	98	0	14440	40979	1	30161	10818	0	40979	19524	21002	174	46	135	95	-8	3	0	40979	40979	0	0	0	40979	315	1074	3243	13031	17457	1816	178	3290	575	40979	1	1878	1	1	-9	1	1	-9	3358	31	40	30	32840	3558	-9	-9	1729	2852	40979	38361	123	-8	-8	617	-8	1878	-8	0	40979	1	-9	-9	13700	14400	0	0	0	0	0	0	0	0	0	40979	0	1878	0	2	2	2	2	0	2	2	2	2	0	0	2	0	0	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2	2	2	2	0	0	2	0	2	0	0	2	0	0	1155
23	ME	1	6710	1596	1397	165	37	3195	2669	0	0	0	553	0	0	0	0	0	0	0	0	113	3335	6570	1	5273	1297	0	6570	5906	289	48	122	21	6	29	0	149	6570	4531	1563	0	476	6570	1560	467	253	2032	1051	378	187	263	379	6570	1	171	1	1	228	1	1	13	228	401	-8	-8	4934	327	0	0	17	1292	6570	5295	0	0	0	867	0	171	237	0	6570	1	-9	-9	3200	3300	0	0	0	0	0	0	0	0	0	6570	0	171	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	612
24	MD	1	81304	31859	8726	-8	0	40585	25951	4392	3950	-9	-8	-8	-9	-9	28	439	1672	5527	391	0	42350	79539	1	64062	15314	163	79539	37264	39504	-9	100	759	-9	-9	-9	1912	79539	26620	33516	13974	5429	79539	-9	-9	13963	15455	14449	13974	621	15648	5429	79539	1	-9	2	2	-8	2	1	-9	-9	12340	-9	-9	54202	12340	-9	12997	-8	0	79539	46201	-9	-9	28626	4017	695	-9	-8	0	79539	1	309	-9	40600	42400	0	0	0	0	0	0	0	0	0	0	79539	0	0	2	2	2	0	0	2	2	2	2	0	0	0	0	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	0	2	2	0	0	0	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	0	0	0	0	2	0	0	2	2	0	2	0	0	2	2	0	0	2	2	2	0	0	0	2	0	0	1713
25	MA	1	67784	-9	-9	-9	77736	77736	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	77246	77246	68274	1	55234	13040	0	68274	-9	-9	-9	-9	-9	-9	-9	-9	68274	68274	-9	-9	-9	68274	68274	-9	-9	-9	-9	-9	-9	-9	-9	68274	68274	1	857	1	1	1162	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	68274	68274	-9	-9	-9	-9	-9	-9	-9	-9	68274	68274	1	3087	-9	77700	77200	0	0	0	0	0	0	0	0	0	0	68274	857	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	2	0	0	1269
26	MI	131	179567	25690	22443	253	50100	98486	38246	729	1759	87	0	270	394	996	99	175	1470	6442	653	45131	96451	180583	3	102582	36952	41049	180583	46864	42972	3041	548	468	72	300	0	86318	180583	70309	89561	8	20705	180583	5306	2256	10455	28077	21774	13076	4461	12281	82897	180583	1	1250	3	-9	-9	-9	1	1093	651	1091	56	5	25499	2053	2059	1366	99	149507	180583	72926	185	241	806	18706	9980	1415	37	76287	180583	1	279	5	110600	108000	0	0	12189	0	0	0	0	0	0	113764	54630	1	1249	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	2343
27	MN	1	98267	-9	-9	-9	48033	48033	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	48639	48639	97661	1	74840	22821	0	97661	67102	15791	-9	4487	2579	-9	7702	0	0	97661	41581	56080	0	0	97661	7360	4224	8824	11670	13538	36273	4673	10771	328	97661	1	2213	1	1	1240	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	97661	97661	-9	-9	-9	-9	-9	-9	2213	-9	95448	97661	1	-9	-9	48000	48600	0	0	0	0	0	0	0	0	0	97661	0	2213	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	2	0	0	2330
28	MS	1	31675	2911	7048	0	0	9959	3689	2753	-9	-9	14	-9	68	-9	2	53	-9	-9	-9	4	6583	34398	1	26653	7730	15	34398	13753	20195	305	44	101	0	0	0	0	34398	34398	0	0	0	34398	381	1100	3403	15507	12502	1473	32	0	0	34398	1	2049	2	2	-8	1	2	-8	-8	-8	-8	-8	29305	0	0	5093	0	0	34398	32349	0	0	0	0	0	2049	0	0	34398	2	-8	-8	10000	6600	0	0	0	0	0	0	0	0	0	34398	0	0	2049	2	2	2	0	0	2	2	2	0	0	2	0	2	0	2	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	2	2	0	0	0	2	2	2	2	2	2	2	2	0	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	2	2	0	0	0	0	0	2	0	0	2	0	0	1517
29	MO	2	51197	16298	4834	4244	0	25376	14325	1017	3678	911	26	0	8723	20	0	369	0	0	0	201	29270	47303	1	34875	12428	0	47303	34670	11534	724	140	176	0	0	0	59	47303	46206	983	59	55	47303	1250	1087	4850	14261	15689	4392	988	4786	0	47303	1	2842	1	2	-8	2	1	-9	-9	-9	-9	-9	0	0	24610	21240	1453	0	47303	43331	0	0	0	689	441	2842	0	0	47303	1	57	36	25400	29300	0	0	0	0	0	0	0	0	0	47303	0	2842	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1009
