STATEID	STATE	NUMREC	TOTBEG	ENNOINC	ENINC	OTHEN	ENUNK	TOTEN	EXCOM	EXINCNEW	EXINCURR	EXTREAT	EXINCOTH	EXINCUNK	EXABSND	EXWRNT	EXTRANS	EXDTH	EXOTHCOM	EXUNSAT	EXOTH	EXUNK	TOTEX	TOTEND	INORCASE	MALE	FEML	GENDUNK	TOTGEND	WHITE	BLACK	HISP	AMINALK	ASIAN	HAWPAC	TWORACE	ADDRACE	UNKRACE	TOTRACE	FELONY	MISD	OTHSROFF	SROFFUNK	TOTSROFF	DMVIOL	SXASLT	OTHVIOL	PROPERTY	DRUG	DUI	TRAF	OTHOFF	OFFUNK	TOTOFF	OUTST	OUTSTNUM	OUTSTIN	ANST	ANSTNUM	REPTPREV	HLDFAC	PAROLE	JAIL	PRISON	CBCF	ICE	DIRECT	SPLIT	SPNDEXC	SPNDIMP	OTHSUP	SUPUNK	TOTSUP	ACTIVE	RESTX	FINONLY	INACTIVE	ABSND	WRNT	OUTJURS	OTHSTAT	STATUNK	TOTSTAT	GPS	GPSNUM	GPSSXNUM	IMPEN	IMPEX	UNKEN	UNKEX	UNKINCASE	UNKGEND	UNKRACE2	UNKSROFF	UNKSROFF2	UNKSUP	UNKSTAT	INDS	CASES	OUTSTINCL	OUTSTEXCL	ESTOTBEG	ESENNOINC	ESENINC	ESOTHEN	ESENUNK	ESTOTEN	ESEXCOM	ESEXINCNEW	ESEXINCURR	ESEXTREAT	ESEXINCOTH	ESEXINCUNK	ESEXABSND	ESEXWRNT	ESEXTRANS	ESEXDTH	ESEXOTHCOM	ESEXUNSAT	ESEXOTH	ESEXUNK	ESTOTEX	ESTOTEND	ESMALE	ESFEML	ESGENDUNK	ESTOTGEND	ESWHITE	ESBLACK	ESHISP	ESAMINALK	ESASIAN	ESHAWPAC	ESTWORACE	ESADDRACE	ESUNKRACE	ESTOTRACE	ESFELONY	ESMISD	ESOTHSROFF	ESSROFFUNK	ESTOTSROFF	ESDMVIOL	ESSXASLT	ESOTHVIOL	ESPROPERTY	ESDRUG	ESDUI	ESTRAF	ESOTHOFF	ESOFFUNK	ESTOTOFF	ESOUTSTNUM	ESANSTNUM	ESPAROLE	ESJAIL	ESPRISON	ESCBCF	ESICE	ESDIRECT	ESSPLIT	ESSPNDEXC	ESSPNDIMP	ESOTHSUP	ESSUPUNK	ESTOTSUP	ESACTIVE	ESRESTX	ESFINONLY	ESINACTIVE	ESABSND	ESWRNT	ESOUTJURS	ESOTHSTAT	ESSTATUNK	ESTOTSTAT	ESGPSNUM	ESGPSSXNUM	SUPVRATE
0	FE	1	22514	11271	0	0	0	11271	7061	95	1096	-9	19	0	137	0	4	123	1984	194	25	379	11117	22668	1	14229	8098	341	22668	10804	5600	4206	614	793	130	-9	0	521	22668	16672	3688	2271	37	22668	3	226	346	10054	3879	1661	483	5913	103	22668	-9	-9	-9	-9	-9	2	-9	-8	-8	-8	-8	-8	22615	32	0	16	5	0	22668	22668	0	0	0	0	0	0	0	0	22668	1	161	30	11300	11100	0	0	0	0	0	0	0	0	0	22668	0	0	0	2	2	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	0	0	9
1	AL	3	53265	3968	-9	4934	17202	26104	10329	1477	599	-9	4	0	1743	10	278	28	2741	40	-9	1206	18455	60914	3	31424	9737	19753	60914	21091	19521	394	62	45	-9	-9	-9	19801	60914	-9	8575	-9	52339	60914	165	-9	-9	-9	66	-9	7285	-9	53398	60914	1	2056	1	1	3728	2	1	21	1878	-9	230	-9	3968	-9	-9	-9	2490	54456	60914	38365	230	2161	-9	3109	285	2056	2392	12316	60914	1	150	-9	26100	18500	0	0	0	0	0	0	0	0	0	52339	8575	2056	0	3	1	0	1	2	2	3	2	2	0	2	2	2	2	2	2	3	1	0	2	2	3	3	2	3	3	2	2	2	2	2	0	0	0	3	3	0	3	0	2	3	1	0	0	0	1	0	1	0	2	3	2	2	2	2	0	2	0	1	0	0	0	1	3	3	3	2	3	0	2	1	2	1	2	3	0	0	1651
2	AK	1	6914	-8	-8	-8	1150	1150	321	-8	-8	-8	503	76	42	-8	51	6	-8	-8	-8	21	1020	7044	1	5587	1457	0	7044	4091	637	23	1643	541	18	-8	-8	91	7044	4748	1544	19	733	7044	-8	452	1349	1380	849	388	-9	1003	1623	7044	2	-8	-8	2	-8	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	7044	7044	-9	-9	-9	-9	914	-9	-9	-9	6130	7044	2	-8	-8	1200	1000	0	0	0	0	0	0	0	0	0	7044	0	0	0	2	0	0	0	0	2	2	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1310
4	AZ	2	80910	16156	7957	-9	0	24113	22747	-9	4855	-9	-9	-8	-9	-9	-9	275	-9	-9	1037	0	28914	76109	3	58994	14614	2501	76109	33660	7507	27051	3973	426	-9	-9	551	2941	76109	51241	6537	15570	2761	76109	1107	5611	11203	13392	18201	6141	627	3833	15994	76109	1	2195	1	1	1309	1	1	-9	-9	-9	-9	-9	-9	-9	73609	-9	-9	2500	76109	37949	-9	-9	5837	7484	-9	2195	-9	22644	76109	1	196	196	25400	30200	0	0	0	0	0	0	0	0	0	73609	2500	2195	0	1	1	1	0	0	1	1	0	1	0	0	2	0	0	0	1	0	0	1	0	1	1	3	3	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1557
5	AR	1	29820	9134	107	0	0	9241	5713	1045	722	-9	215	43	497	95	561	153	-8	662	0	0	9706	29355	1	20521	8827	7	29355	18180	9658	1254	82	89	0	-9	45	47	29355	29355	-9	-9	0	29355	1117	714	2056	10845	9886	26	0	4711	0	29355	1	1405	1	2	-8	1	1	-8	1112	82	45	-9	28326	456	105	51	417	0	29355	19352	175	-9	3872	4468	-9	1405	83	0	29355	2	-8	-8	9200	9700	0	0	0	0	0	0	0	0	0	29355	0	1405	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	0	0	1312
6	CA	1	298322	-9	-9	-9	151226	151226	76606	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	73406	29782	0	179794	269754	1	-9	-9	269754	269754	-9	-9	-9	-9	-9	-9	-9	-9	269754	269754	-9	-9	-9	269754	269754	-9	-9	-9	-9	-9	-9	-9	-9	269754	269754	2	-8	-8	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	269754	269754	-9	-9	-9	-9	-9	-9	-9	-9	269754	269754	-9	-9	-9	151200	179800	0	0	0	0	0	0	0	0	0	269754	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	2	2	2	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	943
8	CO	8	76100	34811	249	13791	4439	53290	34190	0	1405	-9	4984	-9	4838	65	3817	254	2529	379	638	476	53575	76173	3	54916	18925	2332	76173	55044	7007	10147	648	719	0	0	0	2608	76173	24053	49008	805	2307	76173	2360	46	126	880	148	3128	549	329	68607	76173	1	1936	3	1	1344	-9	1	-9	-9	-9	3037	-9	8264	85	203	0	0	67621	76173	5995	657	0	614	26	1260	0	0	67621	76173	1	141	113	54100	54100	0	0	0	0	0	0	0	0	0	68969	6533	1904	32	4	3	2	3	3	3	3	2	2	0	1	0	3	2	3	3	3	2	3	3	3	4	3	3	4	4	3	3	3	3	3	2	2	2	4	4	3	3	3	4	4	2	2	2	2	2	2	2	2	4	4	3	3	0	0	0	1	0	2	2	2	2	2	4	4	2	3	3	3	3	2	3	3	4	4	0	0	1946
9	CT	1	52937	18867	6595	-9	0	25462	27899	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	27899	49195	1	10111	39079	5	49195	23219	13359	11062	91	353	-9	5	-9	1106	49195	28094	18264	2822	15	49195	3843	-9	6584	10421	8885	3563	4397	11487	15	49195	1	1628	1	1	922	2	-9	-9	-9	-9	-9	-9	12489	14276	22430	-9	-9	0	49195	39003	-9	-9	-9	2063	8129	-9	-9	0	49195	1	549	396	25500	27900	0	0	0	0	0	0	0	0	0	0	49195	1628	0	2	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	2	2	2	0	0	0	2	2	0	0	0	2	2	0	0	0	2	0	0	1764
10	DE	1	16313	7857	-9	-9	5474	13331	6595	-9	-9	11	-9	-9	-9	-9	-9	115	0	5695	1033	0	13449	16195	1	12368	3824	3	16195	8722	6713	682	4	41	0	0	0	33	16195	4409	10395	1391	0	16195	196	338	2534	2694	1559	2668	0	6206	0	16195	1	378	1	1	787	2	1	-9	-9	13	3	-9	8119	7914	-9	162	-9	0	16195	11015	-9	1330	-9	-9	3472	378	-9	0	16195	1	-9	-9	13300	13400	0	0	0	0	0	0	0	0	0	16195	0	378	0	2	1	0	0	1	2	2	0	0	2	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	0	2	2	0	2	0	2	2	2	0	2	0	0	2	2	0	2	2	0	0	2293
11	DC	1	8641	5814	823	-8	0	6637	4115	1279	-8	-8	-8	1279	-8	-8	15	44	-8	686	107	19	7544	9013	1	7151	1861	1	9013	647	7597	607	3	66	1	-8	74	18	9013	2383	2513	3352	765	9013	40	109	1794	872	2018	865	109	9	3197	9013	1	376	1	2	-8	2	1	532	-8	521	-8	6	6382	1419	-8	417	795	0	9013	5392	156	-8	249	101	1534	376	1173	32	9013	1	196	18	6600	7500	0	0	0	0	0	0	0	0	0	9013	0	376	0	2	2	2	0	2	2	2	2	0	0	0	2	0	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	2	0	0	1741
12	FL	41	252783	136775	12865	1914	38556	190110	102288	15135	33548	102	1523	0	205	6932	20	998	2905	2617	255	29766	196294	244686	3	169617	57914	17155	244686	121463	58245	32711	404	1180	129	153	225	30176	244686	164202	71986	1522	6976	244686	4912	2763	33326	74209	49660	18892	10471	18291	32162	244686	1	6376	1	1	371	1	1	65	1182	1334	4	1273	119888	14678	66	79524	24	30506	244686	140335	530	593	30852	29124	6358	6390	845	29659	244686	1	3116	1945	191600	197800	0	0	0	0	0	0	0	0	0	222309	20763	6376	0	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	4	3	3	3	3	3	3	3	3	4	4	3	3	3	4	4	3	3	3	3	3	3	3	3	4	4	3	2	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	4	4	0	0	1612
13	GA	2	464773	27079	19720	3603	181702	232104	53280	3653	3763	-9	-9	-9	-9	-9	-9	309	144725	31870	-9	2136	239736	457141	3	157365	44526	255250	457141	89897	103885	5471	234	596	1	0	0	257057	457141	200091	257031	19	0	457141	779	8607	34569	76718	65181	741	1666	13611	255269	457141	1	-9	1	1	-9	2	1	-9	-9	-9	-9	-9	136388	47706	0	0	17797	255250	457141	311622	3529	0	0	38115	97853	3832	2190	0	457141	1	-9	-9	232100	239700	0	0	0	0	0	0	0	0	0	201891	255250	0	0	3	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	3	3	2	2	3	3	2	2	3	3	2	2	2	2	2	2	2	2	3	3	2	3	2	2	3	2	2	2	2	2	2	2	2	3	2	0	0	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	3	2	2	2	3	0	0	6205
15	HI	1	20874	-9	-9	-9	7351	7351	4354	140	319	-9	746	-9	-9	-9	10	50	290	-9	-9	0	5909	22316	1	16658	5442	216	22316	5277	786	153	-8	3985	6739	-9	4354	1022	22316	14962	4155	1830	1369	22316	-9	-9	-9	-9	-9	-9	-9	-9	22316	22316	1	178	1	1	309	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	22316	22316	22138	-9	-9	-9	-9	-9	178	-9	0	22316	1	15	5	7400	5900	0	0	0	0	0	0	0	0	0	0	22316	178	0	2	0	0	0	2	2	2	2	2	0	2	0	0	0	2	2	2	0	0	0	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	2	0	0	2	0	0	2075
16	ID	2	39172	2469	1895	24	28039	32427	2413	644	-9	-9	-9	0	0	0	0	0	1123	-9	-9	27442	31622	39977	1	-9	-9	39977	39977	-9	-9	-9	-9	-9	-9	-9	-9	39977	39977	13977	26000	-8	0	39977	-9	-9	-9	-9	-9	-9	-9	-9	39977	39977	1	-9	-9	1	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	39977	39977	-9	-9	-9	-9	-9	-9	-9	-9	39977	39977	1	-9	-9	32400	31600	0	0	0	0	0	0	0	0	0	39977	0	0	0	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	3436
17	IL	1	131910	56000	0	0	0	56000	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	62468	62468	125442	1	-9	-9	125442	125442	-9	-9	-9	-9	-9	-9	-9	-9	125442	125442	-9	-9	-9	125442	125442	-9	-9	-9	-9	-9	-9	-9	-9	125442	125442	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	125442	125442	-9	-9	-9	-9	-9	-9	-9	-9	125442	125442	-9	-9	-9	56000	62500	0	0	0	0	0	0	0	0	0	125442	0	0	0	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1279
18	IN	1	131881	2922	75366	11268	0	89556	61231	8205	9241	-8	-8	-8	6562	-8	-8	-8	-8	-8	6799	0	92038	129399	1	-9	-9	129399	129399	-9	-9	-9	-9	-9	-9	-9	-9	129399	129399	61847	67552	-8	0	129399	-9	-9	-9	-9	-9	-9	-9	-9	129399	129399	1	-9	2	2	-8	2	2	-8	-8	-8	-8	-8	4860	32595	74415	-8	17529	0	129399	-9	-9	-9	-9	-9	-9	-9	-9	129399	129399	2	-8	-8	89600	92000	0	0	0	0	0	0	0	0	0	0	129399	0	0	1	1	1	1	2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	2619
19	IA	1	29004	7876	9146	0	0	17022	11521	1165	242	0	0	0	105	0	121	114	64	2866	0	0	16198	29828	1	21999	7829	0	29828	21988	4666	2137	343	320	10	0	0	364	29828	11616	18184	28	0	29828	3416	516	738	7608	7397	8064	1026	1063	0	29828	1	1288	1	2	-8	1	1	135	753	243	907	4	18	15995	5137	8678	0	0	29828	22729	74	0	28	4860	1	1288	848	0	29828	1	313	257	17000	16200	0	0	0	0	0	0	0	0	0	0	29828	1288	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1270
20	KS	1	17402	-9	-9	-9	17352	17352	13310	-9	-9	-9	95	-9	-9	-9	-9	-9	2471	3112	2194	0	21182	17352	1	-9	-9	17352	17352	-9	-9	-9	-9	-9	-9	-9	-9	17352	17352	3806	13546	-9	0	17352	-9	-9	-9	-9	-9	-9	-9	-9	17352	17352	2	-8	-8	1	383	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	17352	17352	17352	-9	-9	-9	-9	-9	-9	-9	0	17352	1	-9	-9	17400	21200	0	0	0	0	0	0	0	0	0	0	17352	0	0	2	0	0	0	2	2	2	0	0	0	2	0	0	0	0	0	2	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	805
21	KY	3	49274	10933	250	946	7046	19175	6120	3331	502	0	0	0	378	1087	71	178	125	104	99	9092	21087	47247	1	24199	9202	13846	47247	25221	7452	450	29	82	0	167	0	13846	47247	26087	7314	0	13846	47247	389	720	5213	9806	12064	429	5	4775	13846	47247	1	2755	1	1	1763	1	1	284	127	72	-9	8	25347	8040	14	0	0	13846	47247	21355	0	262	7390	1833	0	2284	277	13846	47247	1	1	-9	19200	21100	0	0	0	0	0	0	0	0	0	33401	0	2755	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1406
22	LA	1	43825	12834	553	398	0	13785	8956	1907	3015	-8	-8	121	-8	-8	-8	169	1115	33	378	0	15694	41916	1	31301	10615	0	41916	19617	21858	284	21	119	15	-8	2	0	41916	41029	887	-8	0	41916	189	1169	1833	13352	19264	2029	261	3134	685	41916	1	1698	1	1	1736	1	1	93	3141	48	77	30	40519	1397	-8	-8	-8	0	41916	36718	485	-8	-8	3015	-8	1698	-8	0	41916	1	25	25	13800	15700	0	0	0	0	0	0	0	0	0	41916	0	1698	0	2	2	2	2	0	2	2	2	2	0	0	2	0	0	0	2	2	2	2	0	2	2	2	2	0	2	2	2	2	2	2	2	0	2	0	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	2	2	2	0	0	2	0	2	0	0	2	0	0	1207
23	ME	1	7278	2109	995	169	32	3305	2725	-9	-9	-9	536	-9	-9	-9	-9	-9	-9	-9	-9	156	3417	7166	1	5892	1274	0	7166	6483	289	78	95	31	9	-9	-9	181	7166	5183	1983	-9	0	7166	1622	629	424	2212	1284	542	300	-9	153	7166	1	187	1	1	246	1	1	10	202	9	-9	-9	2109	995	-9	-9	-9	4062	7166	5744	-9	-9	-9	-9	941	187	294	0	7166	1	-9	-9	3300	3400	0	0	0	0	0	0	0	0	0	7166	0	187	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	675
24	MD	1	88181	39936	8500	0	0	48436	23628	4097	4018	-9	-8	0	-8	-8	13	385	1266	5222	1629	0	40258	96359	1	78117	18242	0	96359	46066	47648	-9	111	784	-9	-9	-9	1750	96359	28642	48701	19016	0	96359	-9	-9	15681	18699	21564	19016	3419	17980	0	96359	1	1302	1	1	4398	2	1	-8	-8	10785	-8	-8	-8	10785	69339	16235	-8	0	96359	54984	-9	-9	33031	6366	676	1302	-8	0	96359	2	-8	-8	48400	40300	0	0	0	0	0	0	0	0	0	0	96359	1302	0	2	2	2	2	2	2	2	2	2	0	0	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	0	0	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	0	0	2	2	2	2	0	0	2	0	0	2139
25	MA	1	72049	-9	-9	-9	75674	75674	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	79108	79108	68615	1	55990	12625	0	68615	-9	-9	-9	-9	-9	-9	-9	-9	68615	68615	-9	-9	-9	68615	68615	-9	-9	-9	-9	-9	-9	-9	-9	68615	68615	1	750	2	2	-8	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	68615	68615	-9	-9	-9	-9	-9	-9	-9	-9	68615	68615	1	1299	712	75700	79100	0	0	0	0	0	0	0	0	0	0	68615	0	750	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	1318
26	MI	136	194082	34011	22945	2294	47712	106962	48691	1702	5050	228	212	15	304	2103	148	230	1715	1517	723	52094	114732	185167	3	106206	34520	44249	185167	52070	41198	2891	593	313	86	1330	155	86531	185167	78227	81076	202	25662	185167	6735	2168	10422	31552	27209	16004	2628	13577	74872	185167	1	1402	1	1	894	1	1	1592	690	961	70	6	22655	2238	3604	1943	0	154727	185167	82183	172	432	892	15330	15130	1405	83	69540	185167	1	463	28	118100	126600	0	0	0	192	0	0	0	0	0	117853	57428	1402	0	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	3	3	3	3	3	3	3	3	4	4	3	4	3	4	4	3	3	3	3	3	3	3	3	4	4	2	2	3	3	3	3	3	4	4	3	4	3	4	4	4	3	3	3	3	4	3	3	4	4	0	0	2435
27	MN	1	111544	-9	-9	60852	0	60852	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	64610	64610	107786	1	82219	25567	0	107786	74050	16974	-9	4637	2669	-9	9456	0	0	107786	41073	66713	0	0	107786	5908	4216	8211	13768	13082	43144	6442	12960	55	107786	1	2179	1	1	1330	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	107786	107786	-9	-9	-9	-9	-9	-9	2248	-9	105538	107786	1	-9	-9	60900	64600	0	0	0	0	0	0	0	0	0	107786	0	2179	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	2	0	0	2637
28	MS	1	26793	3805	6245	238	0	10288	3920	1959	1641	0	0	0	14	0	40	38	0	0	3	0	7615	29466	1	22652	6808	6	29466	11953	17016	232	38	87	0	0	0	140	29466	29466	0	0	0	29466	347	1029	2910	12919	11050	1177	34	0	0	29466	1	1875	1	2	-8	1	2	-8	-8	-8	-8	-8	24608	-9	-9	4777	0	81	29466	27591	-9	-9	-9	-9	-9	1875	0	0	29466	2	-8	-8	10300	7600	0	0	0	0	0	0	0	0	0	29466	0	1875	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	2	0	0	2	2	2	2	2	0	0	0	0	0	2	2	2	2	0	0	1318
29	MO	2	57434	15264	0	7077	0	22341	9923	1072	3756	616	20	90	7139	21	0	378	0	0	0	0	23015	56760	1	42527	14231	2	56760	40686	14887	837	150	153	0	0	0	47	56760	55364	1232	120	44	56760	1397	1114	5581	16782	19269	5124	1224	6269	0	56760	1	3851	1	2	-8	1	1	-9	-9	-9	-9	-9	0	0	29349	26043	1368	0	56760	51389	0	-8	0	1159	361	3851	0	0	56760	1	85	55	22300	23000	0	0	0	0	0	0	0	0	0	56760	0	3851	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1230
