STATEID	STATE	NUMREC	TOTBEG	ENNOINC	ENINC	OTHEN	ENUNK	TOTEN	EXCOM	EXINCNEW	EXINCURR	EXTREAT	EXINCOTH	EXINCUNK	EXABSND	EXWRNT	EXTRANS	EXDTH	EXOTHCOM	EXUNSAT	EXOTH	EXUNK	TOTEX	TOTEND	INORCASE	MALE	FEML	GENDUNK	TOTGEND	WHITE	BLACK	HISP	AMINALK	ASIAN	HAWPAC	TWORACE	ADDRACE	UNKRACE	TOTRACE	FELONY	MISD	OTHSROFF	SROFFUNK	TOTSROFF	DMVIOL	SXASLT	OTHVIOL	PROPERTY	DRUG	DUI	TRAF	OTHOFF	OFFUNK	TOTOFF	OUTST	OUTSTNUM	OUTSTIN	ANST	ANSTNUM	REPTPREV	HLDFAC	PAROLE	JAIL	PRISON	CBCF	ICE	DIRECT	SPLIT	SPNDEXC	SPNDIMP	OTHSUP	SUPUNK	TOTSUP	ACTIVE	RESTX	FINONLY	INACTIVE	ABSND	WRNT	OUTJURS	OTHSTAT	STATUNK	TOTSTAT	GPS	GPSNUM	GPSSXNUM	IMPEN	IMPEX	UNKEN	UNKEX	UNKINCASE	UNKGEND	UNKRACE2	UNKSROFF	UNKSROFF2	UNKSUP	UNKSTAT	INDS	CASES	OUTSTINCL	OUTSTEXCL	ESTOTBEG	ESENNOINC	ESENINC	ESOTHEN	ESENUNK	ESTOTEN	ESEXCOM	ESEXINCNEW	ESEXINCURR	ESEXTREAT	ESEXINCOTH	ESEXINCUNK	ESEXABSND	ESEXWRNT	ESEXTRANS	ESEXDTH	ESEXOTHCOM	ESEXUNSAT	ESEXOTH	ESEXUNK	ESTOTEX	ESTOTEND	ESMALE	ESFEML	ESGENDUNK	ESTOTGEND	ESWHITE	ESBLACK	ESHISP	ESAMINALK	ESASIAN	ESHAWPAC	ESTWORACE	ESADDRACE	ESUNKRACE	ESTOTRACE	ESFELONY	ESMISD	ESOTHSROFF	ESSROFFUNK	ESTOTSROFF	ESDMVIOL	ESSXASLT	ESOTHVIOL	ESPROPERTY	ESDRUG	ESDUI	ESTRAF	ESOTHOFF	ESOFFUNK	ESTOTOFF	ESOUTSTNUM	ESANSTNUM	ESPAROLE	ESJAIL	ESPRISON	ESCBCF	ESICE	ESDIRECT	ESSPLIT	ESSPNDEXC	ESSPNDIMP	ESOTHSUP	ESSUPUNK	ESTOTSUP	ESACTIVE	ESRESTX	ESFINONLY	ESINACTIVE	ESABSND	ESWRNT	ESOUTJURS	ESOTHSTAT	ESSTATUNK	ESTOTSTAT	ESGPSNUM	ESGPSSXNUM	SUPVRATE
30	MT	4	9131	2061	1095	0	1138	4294	1776	361	717	0	0	0	16	1	20	70	0	0	0	1172	4133	9487	3	6857	2382	248	9487	7234	184	0	1309	55	0	0	0	705	9487	8866	441	0	180	9487	268	574	1062	1846	2537	1001	6	1200	993	9487	1	770	1	1	4	1	1	-9	340	228	13	-9	5326	3504	0	0	0	657	9487	7281	21	18	27	720	0	771	227	422	9487	1	45	7	4500	4100	0	0	0	0	0	0	0	0	0	9028	459	770	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	1	3	3	3	1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1147
31	NE	1	13489	9265	1614	0	0	10879	6764	1821	-9	-9	-8	-8	-8	-8	30	74	220	1098	-8	0	10007	14255	1	10342	3908	5	14255	9891	1984	-9	535	158	-9	-9	1684	3	14255	4811	9444	0	0	14255	1274	492	1301	1666	2459	4050	996	694	1323	14255	1	-9	1	1	-9	2	1	-9	-9	-9	-9	-9	12680	1575	0	0	0	0	14255	14255	-9	-9	-9	-9	-9	-9	0	0	14255	1	-9	-9	10900	10000	0	0	0	0	0	0	0	0	0	14255	0	0	0	2	2	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	0	2	2	0	0	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	983
32	NV	1	13724	-9	-9	0	5263	5263	2703	-9	-9	-9	0	-8	3	-9	-9	357	-8	2299	0	0	5362	13625	1	9795	3830	0	13625	-9	-9	-9	-9	-9	-9	-9	0	13625	13625	11907	1718	0	0	13625	-9	-9	-9	-9	-9	-9	-9	0	13625	13625	1	985	1	2	-8	2	1	-9	-9	-9	-9	-9	-8	-9	12532	-8	1093	0	13625	10113	-9	-9	68	2459	-9	985	0	0	13625	2	-8	-8	5300	5400	0	0	0	0	0	0	0	0	0	13625	0	985	0	2	0	0	2	2	2	2	0	0	0	2	0	2	0	0	2	0	2	2	2	2	2	1	1	2	2	0	0	0	0	0	0	0	0	2	2	1	1	2	2	2	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	1	0	1	2	2	2	0	0	2	2	0	2	2	2	2	0	0	582
33	NH	1	3939	2239	68	0	0	2307	2158	-9	157	-8	-8	-8	-9	-9	-9	17	-8	-8	-8	0	2332	3914	1	2831	1080	3	3914	3571	130	92	3	19	0	-8	24	75	3914	2681	1209	14	10	3914	-9	40	854	1169	1505	-9	-9	346	0	3914	1	147	1	1	-9	2	2	-8	-8	-8	-8	-8	3914	-9	-9	-9	0	0	3914	3767	-9	0	0	-9	-9	147	0	0	3914	2	-8	-8	2300	2300	0	0	0	0	0	0	0	0	0	3914	0	147	0	2	2	2	0	0	2	2	0	2	0	0	0	0	0	0	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	0	2	2	2	2	0	0	2	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	2	2	0	0	2	2	2	2	0	0	359
34	NJ	1	143382	-9	-9	0	26992	26992	-9	-9	-9	-9	-9	-9	10	-9	-9	18	-9	-9	-9	30848	30876	139498	1	104597	34645	256	139498	60439	48650	13247	125	2130	-9	-9	6	14901	139498	55199	82897	0	1402	139498	4948	1965	3717	38494	53791	5002	443	29243	1895	139498	1	1402	1	2	-8	2	2	-8	-8	-8	-8	-8	-9	-9	-9	-9	0	139498	139498	96887	-9	36931	-9	185	-8	1402	4093	0	139498	2	-8	-8	27000	30900	0	0	0	0	0	0	0	0	0	139498	0	1402	0	2	0	0	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	0	2	0	2	2	0	2	0	0	1980
35	NM	2	12711	5923	169	0	0	6092	3051	-9	-9	-9	-9	-9	2996	3	-9	59	-9	-9	-9	248	6357	12446	1	2734	7484	2228	12446	3068	462	5621	783	27	16	-9	0	2469	12446	9198	772	0	2476	12446	3285	538	113	1763	3044	-9	792	470	2441	12446	1	486	1	-9	-9	1	1	1134	-9	-9	-9	4	7804	2024	-9	-9	0	2618	12446	7660	-9	-9	1826	-9	-9	489	0	2471	12446	1	172	-9	6100	6400	0	0	2228	0	0	0	0	0	0	10218	0	486	0	2	2	2	2	2	2	2	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2	2	0	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	0	0	0	2	2	2	0	0	0	2	2	2	0	0	2	0	0	2	0	2	2	0	0	776
36	NY	1	99730	20303	5388	-9	1250	26941	17614	-9	-9	-9	-9	-9	-9	-9	-9	502	-9	-9	-9	12204	30320	96351	1	74260	21430	661	96351	43361	27669	19793	423	1344	0	0	1352	2409	96351	47055	44754	108	4434	96351	-9	4245	14064	18351	15352	22259	2530	15568	3982	96351	1	1850	1	2	-8	1	-9	-9	-9	-9	-9	-9	59878	23120	0	4190	-9	9163	96351	79558	-9	-9	-9	-9	14943	1850	0	0	96351	1	433	-9	26900	30300	0	0	0	0	0	0	0	0	0	96351	0	1850	0	2	2	2	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	2	2	2	0	0	0	0	2	2	2	2	2	0	0	613
37	NC	1	82466	49224	157	0	0	49381	17938	3313	2584	-8	-8	-8	7445	-8	-8	783	7755	9099	-8	731	49648	82199	1	59826	22373	0	82199	41320	35060	3176	1762	337	51	-9	0	493	82199	38055	43942	0	202	82199	2386	1999	9008	25841	19493	13921	4125	2516	2910	82199	1	1000	1	2	-8	2	1	28	-8	-8	-8	-8	-8	-9	7507	74692	0	0	82199	67917	8416	-8	-8	4866	-8	1000	0	0	82199	1	1957	254	49400	49600	0	0	0	0	0	0	0	0	0	82199	0	1000	0	2	2	2	0	0	2	2	2	2	0	0	0	2	0	0	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	0	0	0	0	0	2	2	0	0	2	2	2	0	0	2	0	2	0	0	2	0	0	1024
38	ND	1	6341	-9	-9	-8	-9	-9	2478	-9	-9	-9	-9	-9	456	-9	-9	68	-9	94	2072	33	5201	6297	1	4723	1574	0	6297	4471	560	264	962	25	4	-9	0	11	6297	5667	491	139	0	6297	271	384	888	1566	2302	378	25	377	106	6297	1	705	1	1	476	2	1	-9	-9	-9	-9	-9	-9	-9	5346	951	0	0	6297	5592	-9	-9	-9	-9	-9	705	0	0	6297	1	148	140	5200	5200	-9	0	0	0	0	0	0	0	0	6297	0	705	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	2	2	2	2	2	3	1	0	2	1	1	1	1	1	2	0	0	1	2	1	1	1	0	2	1	1	1	1	1	1	1	1	1	2	2	2	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	2	0	0	2	0	0	1087
39	OH	181	240906	43155	11677	8905	63928	127665	45736	4031	8866	5022	1173	235	4372	1130	1165	1422	2703	5286	2469	43382	126992	240415	3	112942	45996	81477	240415	67562	34413	2990	72	236	29	394	341	134378	240415	50073	86027	2063	102252	240415	5316	1709	4518	12748	14195	7825	4162	8608	181334	240415	1	3457	3	1	32	1	1	703	1311	251	1822	9	57967	5817	4890	1347	975	169419	240415	77193	2251	1914	8655	4343	17549	3997	3182	121331	240415	1	2310	42	139000	138200	0	0	28499	0	0	0	0	0	0	137591	74325	3433	24	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	2693
40	OK	3	40511	8455	3487	0	535	12468	8384	1084	812	-9	-9	-9	-9	-9	-9	144	-9	90	-9	595	10927	42052	3	29578	10457	2017	42052	13786	4547	2074	2212	106	26	-9	-9	19301	42052	23824	18228	0	0	42052	593	1654	2865	3181	9863	1217	338	4113	18228	42052	1	1719	1	1	1824	1	1	-9	-9	-9	-9	-9	1951	5129	13485	4562	648	1712	42052	20325	-9	-9	-9	3731	-9	1719	0	1712	42052	1	-9	-9	12468	10927	0	0	0	0	0	0	0	0	0	25536	1951	1719	0	3	2	2	0	0	3	2	2	2	0	0	0	0	0	0	2	0	2	0	0	3	3	2	2	2	3	2	2	2	2	2	2	0	2	3	3	2	2	0	0	3	2	2	2	2	2	2	2	2	3	3	2	2	0	0	0	0	0	2	2	2	2	2	1	3	2	0	0	0	2	0	2	0	1	3	0	0	1412
41	OR	1	36658	7179	5963	907	14049	28098	6514	558	3930	0	0	0	148	0	25	170	0	87	1478	12910	25820	38936	1	27709	8670	2557	38936	28285	2369	4503	553	528	32	-9	0	2666	38936	24568	10050	1761	2557	38936	1073	1529	6164	6295	9908	4026	-9	7384	2557	38936	1	709	1	2	-8	1	1	-8	51	-9	-8	-8	36379	0	-9	0	0	2557	38936	21504	0	-9	35	14112	0	709	0	2576	38936	1	1	-9	28100	25800	0	0	0	0	0	0	0	0	0	38936	0	709	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	0	2	2	0	0	2	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	2	0	0	1181
42	PA	2	186785	85966	0	1529	0	87495	70632	10435	3271	0	0	0	1077	20	0	1080	274	542	6048	0	93379	180901	1	132892	48009	0	180901	104043	60083	12604	123	1204	22	191	586	2045	180901	64294	108327	8140	140	180901	-9	4339	22056	39746	38293	33756	58	41685	968	180901	1	36	1	1	-9	2	1	-9	806	30	3	1	6173	0	0	0	0	174728	180901	149872	0	0	17877	13116	0	36	0	0	180901	1	398	50	87500	93400	0	0	0	0	0	0	0	0	0	180901	0	36	0	2	3	2	2	3	3	3	3	3	2	2	2	3	2	2	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	2	3	3	3	3	2	3	3	3	2	0	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	3	3	2	2	3	3	3	0	0	1781
44	RI	1	22781	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	21927	1	18421	3506	0	21927	11575	4492	4652	134	234	-9	-9	248	592	21927	16824	4180	923	0	21927	2347	1077	2983	2159	5122	418	357	7464	0	21927	1	930	1	2	-8	2	1	-8	-9	1913	-9	-9	-9	-9	-9	-9	0	21927	21927	11786	-9	-9	6073	-9	2784	930	354	0	21927	2	-8	-8	4400	5300	-9	-9	0	0	0	0	0	0	0	21927	0	930	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	0	0	0	0	0	0	0	2	2	2	0	0	2	0	2	2	2	2	2	0	0	2567
45	SC	1	32285	12917	1649	0	0	14566	11131	471	1873	0	0	0	0	0	0	225	0	0	50	0	13750	33101	1	25545	7556	0	33101	16773	15677	480	37	50	0	0	84	0	33101	21954	11038	106	3	33101	2102	396	1042	15625	3435	-9	0	10501	0	33101	1	744	1	2	-8	2	1	126	-9	-9	-9	-9	0	5491	26891	719	0	0	33101	24079	0	0	3058	5193	27	744	0	0	33101	1	276	172	14600	13800	0	0	0	0	0	0	0	0	0	33101	0	744	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	838
46	SD	1	6431	-9	-9	0	3338	3338	1093	-9	-9	-9	-9	769	-9	-9	-9	-9	103	-9	-9	2031	3996	5773	1	-9	-9	5773	5773	-9	-9	-9	-9	-9	-9	-9	-9	5773	5773	5350	423	0	0	5773	-9	-9	-9	-9	-9	-9	-9	0	5773	5773	1	538	1	2	-8	2	2	-8	-8	-8	-8	-8	-9	-9	-9	-9	0	5773	5773	5235	-9	-9	-9	-9	-9	538	0	0	5773	2	-8	-8	3300	4000	0	0	0	0	0	0	0	0	0	5773	0	538	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	877
47	TN	3	63401	16597	4085	249	0	20931	15081	2779	3702	0	0	0	476	0	67	498	10	94	0	0	22707	61453	3	45284	16154	15	61453	38097	20963	1996	74	323	0	0	0	0	61453	57857	3596	0	0	61453	978	1204	8150	14511	14522	2212	460	3401	16015	61453	1	2146	1	1	3303	1	1	100	2814	445	-9	21	36815	1038	3585	11629	8333	53	61453	45142	868	0	0	9244	4046	2146	0	7	61453	1	390	363	20900	22700	0	0	0	0	0	0	0	0	0	57831	3622	2146	0	3	3	3	3	1	3	3	3	3	1	1	1	3	1	3	3	3	3	1	1	3	3	3	3	1	3	3	3	3	3	3	1	1	1	1	3	3	3	1	1	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	3	2	3	3	3	3	3	1	3	3	3	3	1	1	3	3	3	1	3	3	0	0	1173
48	TX	1	373625	-9	-9	0	138027	138027	90296	-9	-9	-9	-9	44612	-9	-9	-9	1719	-9	-9	2970	0	139597	372055	1	274657	97224	174	372055	145031	76230	144511	919	3661	-9	-9	1529	174	372055	228642	143413	0	0	372055	22427	12177	41194	72676	96997	79395	-9	47015	174	372055	1	6601	2	1	4389	2	1	-9	4011	4398	2777	-9	-9	-9	-9	-9	0	372055	372055	256122	-9	-9	2460	56424	-9	6601	50448	0	372055	1	-9	-9	138000	139600	0	0	0	0	0	0	0	0	0	372055	0	0	6601	2	0	0	0	2	2	2	0	0	0	0	2	0	0	0	2	0	0	2	0	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	0	0	2	2	0	2	2	0	2	0	0	1762
49	UT	1	12222	2563	3813	0	0	6376	2028	550	500	0	0	0	94	0	939	88	0	1822	58	0	6079	12519	1	9147	3372	0	12519	8415	673	1419	415	118	214	0	0	1265	12519	9274	3240	0	5	12519	417	901	1859	3484	3605	996	379	865	13	12519	1	269	1	2	-8	1	1	-8	2050	62	45	24	3240	0	9274	0	0	5	12519	10323	0	0	0	1820	43	333	0	0	12519	1	-9	-9	6400	6100	0	0	0	0	0	0	0	0	0	12519	0	269	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	569
50	VT	1	4505	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	4454	1	3345	1105	4	4454	4176	169	2	15	36	5	0	0	51	4454	1234	2393	0	827	4454	734	433	537	525	285	764	473	55	648	4454	1	257	2	1	188	2	2	-8	-8	-8	-8	-8	-9	-9	-9	-9	0	4454	4454	-9	-9	-9	-9	-9	-9	-8	-8	4454	4454	1	56	13	2600	2600	-9	-9	0	0	0	0	0	0	0	4454	0	0	257	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	877
51	VA	1	60821	19000	10805	0	0	29805	15790	0	0	0	0	6460	0	0	415	606	4694	0	0	218	28183	62443	1	46697	15701	45	62443	34391	26436	1201	37	278	0	0	0	100	62443	62443	0	0	0	62443	0	3053	12108	26032	17350	1678	1381	99	742	62443	1	6364	2	2	-8	2	1	-8	-8	-8	482	-8	-9	-9	-9	-9	-9	62443	62443	54340	0	0	0	1739	0	6364	0	0	62443	1	515	411	29800	28200	0	0	0	0	0	0	0	0	0	62443	0	0	6364	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	942
53	WA	32	86789	7046	10786	4374	19622	41828	23508	961	1739	23	1065	0	65	2305	5	286	388	955	24	9873	41197	82656	3	36192	11133	35331	82656	26356	4406	2725	1350	1053	71	10	278	46407	82656	16190	20927	1191	44348	82656	3559	1557	3761	3907	7593	10236	2693	1552	47798	82656	1	227	3	1	1471	1	1	45	1653	1115	-9	33	16678	3006	6166	1211	15	55580	82656	34423	5533	221	4437	5514	3969	213	127	28219	82656	1	936	229	45900	48600	0	0	4699	0	0	0	0	0	0	43307	34650	215	12	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2	2	3	3	3	3	3	2	3	3	3	2	3	3	2	3	3	2	3	3	0	0	1425
54	WV	1	6523	3850	608	383	861	5702	2120	2850	732	222	0	0	694	-8	341	96	0	94	328	88	7565	6196	1	4315	1881	0	6196	5537	576	-9	0	8	3	38	5	29	6196	4001	670	0	1525	6196	107	768	507	1932	1434	200	135	1085	28	6196	1	259	1	2	-8	2	2	-8	-8	-8	-8	-8	4378	222	-9	-9	0	1596	6196	-9	408	-9	-8	694	-9	259	0	4835	6196	1	47	47	5700	7600	0	0	0	0	0	0	0	0	0	6196	0	259	0	1	2	2	2	2	2	1	1	1	1	2	2	1	0	2	1	2	1	1	2	2	1	2	2	2	1	2	2	0	2	2	2	2	2	2	1	2	2	0	2	1	1	1	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	2	0	2	1	0	0	430
55	WI	1	44465	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	215	-9	-9	-9	0	215	43597	1	32662	10935	0	43597	29772	8912	2365	1864	538	-8	-8	-9	146	43597	23667	19913	17	0	43597	260	2111	8810	11072	9723	3683	533	7405	0	43597	1	1454	1	2	-8	2	1	-8	-9	-8	-9	-9	43580	-9	0	-9	17	0	43597	-9	-9	-9	-8	6150	-9	1454	-9	35993	43597	1	1396	1317	22100	23000	-9	0	0	0	0	0	0	0	0	43597	0	1454	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	2	3	0	2	2	2	2	2	2	0	0	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	2	0	2	0	2	2	0	0	963
56	WY	1	4694	2621	169	0	0	2790	1321	139	522	0	0	0	301	0	0	27	0	123	0	0	2433	5051	1	3428	1598	25	5051	4120	138	417	223	-9	-9	40	33	80	5051	3569	1481	0	1	5051	401	255	297	906	2007	790	17	343	35	5051	1	652	1	2	-8	2	1	-8	-8	-8	104	-8	0	269	3693	1054	0	35	5051	4286	0	0	0	65	48	652	0	0	5051	1	4	2	2800	2400	0	0	0	0	0	0	0	0	0	0	5051	652	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1145
