STATEID	STATE	NUMREC	TOTBEG	ENNOINC	ENINC	OTHEN	ENUNK	TOTEN	EXCOM	EXINCNEW	EXINCURR	EXTREAT	EXINCOTH	EXINCUNK	EXABSND	EXWRNT	EXTRANS	EXDTH	EXOTHCOM	EXUNSAT	EXOTH	EXUNK	TOTEX	TOTEND	INORCASE	MALE	FEML	GENDUNK	TOTGEND	WHITE	BLACK	HISP	AMINALK	ASIAN	HAWPAC	TWORACE	ADDRACE	UNKRACE	TOTRACE	FELONY	MISD	OTHSROFF	SROFFUNK	TOTSROFF	DMVIOL	SXASLT	OTHVIOL	PROPERTY	DRUG	DUI	TRAF	OTHOFF	OFFUNK	TOTOFF	OUTST	OUTSTNUM	OUTSTIN	ANST	ANSTNUM	REPTPREV	HLDFAC	PAROLE	JAIL	PRISON	CBCF	ICE	DIRECT	SPLIT	SPNDEXC	SPNDIMP	OTHSUP	SUPUNK	TOTSUP	ACTIVE	RESTX	FINONLY	INACTIVE	ABSND	WRNT	OUTJURS	OTHSTAT	STATUNK	TOTSTAT	GPS	GPSNUM	GPSSXNUM	IMPEN	IMPEX	UNKEN	UNKEX	UNKINCASE	UNKGEND	UNKRACE2	UNKSROFF	UNKSROFF2	UNKSUP	UNKSTAT	INDS	CASES	OUTSTINCL	OUTSTEXCL	ESTOTBEG	ESENNOINC	ESENINC	ESOTHEN	ESENUNK	ESTOTEN	ESEXCOM	ESEXINCNEW	ESEXINCURR	ESEXTREAT	ESEXINCOTH	ESEXINCUNK	ESEXABSND	ESEXWRNT	ESEXTRANS	ESEXDTH	ESEXOTHCOM	ESEXUNSAT	ESEXOTH	ESEXUNK	ESTOTEX	ESTOTEND	ESMALE	ESFEML	ESGENDUNK	ESTOTGEND	ESWHITE	ESBLACK	ESHISP	ESAMINALK	ESASIAN	ESHAWPAC	ESTWORACE	ESADDRACE	ESUNKRACE	ESTOTRACE	ESFELONY	ESMISD	ESOTHSROFF	ESSROFFUNK	ESTOTSROFF	ESDMVIOL	ESSXASLT	ESOTHVIOL	ESPROPERTY	ESDRUG	ESDUI	ESTRAF	ESOTHOFF	ESOFFUNK	ESTOTOFF	ESOUTSTNUM	ESANSTNUM	ESPAROLE	ESJAIL	ESPRISON	ESCBCF	ESICE	ESDIRECT	ESSPLIT	ESSPNDEXC	ESSPNDIMP	ESOTHSUP	ESSUPUNK	ESTOTSUP	ESACTIVE	ESRESTX	ESFINONLY	ESINACTIVE	ESABSND	ESWRNT	ESOUTJURS	ESOTHSTAT	ESSTATUNK	ESTOTSTAT	ESGPSNUM	ESGPSSXNUM	SUPVRATE
12	FL	41	213452	90555	6004	1251	31062	128872	71515	13427	19963	32	2	0	180	3314	33	1115	1344	3136	2405	17610	134076	208114	3	137680	48386	22048	208114	93187	51915	29164	312	936	128	211	114	32147	208114	148399	39684	1808	18223	208114	2386	6412	32366	63742	40706	9355	6598	13235	33314	208114	1	5850	1	1	437	1	1	15	696	1354	8	961	89513	15122	50	71360	5	32064	208114	113404	224	202	2	25249	4981	5871	29567	28614	208114	1	4603	3011	143200	148400	0	0	8749	0	0	0	0	0	0	182350	17015	5850	0	3	3	3	2	3	3	3	2	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	3	2	3	3	0	0	1238
13	GA	2	405924	22876	14278	0	1286	38440	227119	2149	1000	-9	-9	-9	5279	-9	-9	929	0	152329	-9	0	388805	418790	1	160483	43882	214425	418790	94909	102638	4912	167	809	8	19	776	214552	418790	204365	0	0	214425	418790	5052	9931	32817	73736	66200	1831	-9	14042	215181	418790	1	6381	1	2	-8	1	1	4006	41950	9904	753	184	66393	74851	-9	63121	0	214425	418790	199996	2110	30717	69137	18795	60967	6381	30687	0	418790	1	262	255	401700	388800	0	0	0	0	0	0	0	0	0	418790	0	6381	0	3	1	1	0	1	1	3	1	1	0	0	0	1	0	0	1	1	2	0	0	3	3	1	1	3	3	1	1	1	1	1	1	1	1	3	3	1	1	1	3	3	1	1	1	1	1	1	0	1	3	3	1	0	1	1	1	1	1	1	1	0	1	0	3	3	3	1	2	3	1	3	1	1	1	3	0	0	5253
15	HI	1	20516	-9	-9	0	3871	3871	2799	205	508	-9	382	-9	-9	-9	5	51	607	-9	-9	0	4557	19830	1	15174	4505	151	19830	5000	802	271	0	3371	6310	0	3031	1045	19830	9682	6000	3459	689	19830	-9	-9	-9	-9	-9	-9	-9	0	19830	19830	1	157	-9	1	316	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	19830	19830	-9	-9	-9	-9	-9	-9	157	0	19673	19830	1	42	0	3900	4600	0	0	0	0	0	0	0	0	0	0	19830	0	0	2	0	0	0	2	2	2	2	2	0	2	0	0	0	2	2	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	2	0	0	1767
16	ID	2	32409	3428	2063	55	7518	13064	2798	1103	-9	-9	-9	-9	11	-9	8	76	-9	-9	-9	8475	12471	33002	1	11141	4659	17202	33002	11076	340	1849	461	87	6	141	0	19042	33002	15800	17202	0	0	33002	46	880	2741	4376	5548	2	1996	0	17413	33002	1	1385	1	1	531	-9	-9	-9	-9	-9	-9	-9	15759	41	-9	-9	0	17202	33002	11634	-9	-9	2781	-9	-9	1385	0	17202	33002	1	44	8	13100	12500	0	0	0	0	0	0	0	0	0	33002	0	1385	0	1	1	1	1	0	3	1	2	0	0	0	0	1	0	1	1	0	0	0	1	3	1	1	1	1	1	1	1	1	1	1	1	1	0	3	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	2560
17	IL	1	114183	-9	-9	0	41957	41957	24070	-8	-8	-8	-8	358	5358	-8	6455	-8	-8	5745	4774	7433	54193	100239	1	-9	-9	100239	100239	-8	-8	-8	-8	-8	-8	-8	0	100239	100239	-9	-9	0	100239	100239	-9	-9	-9	-9	-9	-9	-9	0	100239	100239	2	-8	-8	2	-8	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	100239	100239	51392	-9	-9	32249	-9	-9	-9	0	16598	100239	1	1458	-9	42000	54200	0	0	0	0	0	0	0	0	0	100239	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1012
18	IN	1	110078	1980	71727	12905	0	86612	49644	9519	10727	-9	-9	-9	8610	-9	-9	-9	-9	-9	6791	0	85291	111399	1	-9	-9	111399	111399	-9	-9	-9	-9	-9	-9	-9	0	111399	111399	53918	57481	0	0	111399	-9	-9	-9	-9	-9	-9	-9	0	111399	111399	1	3090	2	2	-8	2	2	-8	-8	-8	-8	-8	3456	24223	70778	-9	12942	0	111399	105148	-9	-9	-9	-9	-9	3090	0	3161	111399	2	-8	-8	86600	85300	0	0	0	0	0	0	0	0	0	0	111399	0	3090	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	2	1	0	0	2179
19	IA	1	29198	8007	7780	0	0	15787	10606	1402	316	0	0	0	0	0	42	112	45	3233	0	0	15756	29229	1	21338	7891	0	29229	20809	5232	2334	390	363	6	0	0	95	29229	11701	17491	37	0	29229	3958	519	870	7600	7211	6678	866	1527	0	29229	1	1302	1	2	-8	1	1	195	1113	348	999	2	23	14657	5682	8867	0	0	29229	19058	1129	0	29	6453	0	1302	1258	0	29229	1	246	137	15800	15800	0	0	0	0	0	0	0	0	0	0	29229	1302	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1207
20	KS	1	16654	-9	-9	-9	21611	21611	12544	0	109	0	0	0	2503	0	0	0	0	3001	3198	0	21355	16910	1	-9	-9	16910	16910	-9	-9	-9	-9	-9	-9	-9	0	16910	16910	4359	12551	0	0	16910	-9	-9	-9	-9	-9	-9	-9	-8	16910	16910	1	1056	1	1	-9	2	2	-8	-8	-8	-8	-8	-9	-9	-9	-9	0	16910	16910	15854	0	0	0	0	0	1056	0	0	16910	1	-9	-9	21600	21400	0	0	0	0	0	0	0	0	0	16910	0	1056	0	2	0	0	0	2	2	2	0	2	0	0	0	2	0	0	0	0	2	2	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	2	0	0	2	0	0	767
21	KY	3	50272	15112	1796	979	0	17887	9174	1499	5822	0	0	0	109	0	0	422	0	27	92	0	17145	51014	1	30383	15731	4900	51014	36018	8798	592	47	5	1	423	110	5020	51014	42212	3902	0	4900	51014	2970	611	3783	14614	18066	14	480	5492	4984	51014	1	2422	1	1	1775	1	1	-9	261	26	325	8	27003	518	4319	14274	0	4900	51014	30133	39	0	7950	4354	0	3547	91	4900	51014	1	155	9	22800	22000	0	0	4900	0	0	0	0	0	0	46114	0	2422	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1477
22	LA	1	40174	11233	1292	764	0	13289	8709	1419	2816	-8	-8	1	-8	-8	-8	256	219	1254	36	0	14710	38753	1	28483	10270	0	38753	19066	19221	156	39	116	155	-8	0	0	38753	38445	308	0	0	38753	382	852	3914	11470	16276	1384	282	3695	498	38753	1	1379	1	1	1792	1	1	-9	1135	-8	-8	20	32904	4135	-8	-8	1590	124	38753	36175	42	-8	-8	734	-8	1802	0	0	38753	1	88	-9	13300	14700	0	0	0	0	0	0	0	0	0	38753	0	1379	0	2	2	2	2	0	2	2	2	2	0	0	2	0	0	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	0	0	2	2	2	2	2	0	0	2	0	2	0	0	2	0	0	1083
23	ME	1	6864	1806	1196	-9	17	3019	2625	-9	-9	-9	593	-9	-9	-9	-9	-9	-9	-9	-9	0	3218	6769	1	5403	1365	1	6769	6018	380	38	126	26	5	38	-9	138	6769	4543	1712	502	12	6769	1718	451	300	1652	1265	403	165	427	388	6769	1	246	1	1	255	1	1	12	194	285	-8	-8	5167	462	-8	-8	1129	11	6769	5405	-8	-8	-8	905	-8	246	212	1	6769	1	-9	-9	3000	3200	0	0	0	0	0	0	0	0	0	6769	0	246	0	2	2	2	0	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	0	0	2	2	2	2	0	0	0	2	0	2	2	2	2	0	0	623
24	MD	1	72529	27361	7494	0	0	34855	21720	2946	2820	-9	-8	-8	-9	-9	63	679	1484	4754	975	591	36032	71352	1	57745	13502	105	71352	33421	35237	-9	98	666	-9	-9	0	1930	71352	25570	28836	11504	5442	71352	-9	2932	18478	14075	11476	11504	183	6939	5765	71352	2	-8	-8	1	2796	2	1	-8	-8	11890	-8	-8	48337	11890	-9	11125	0	0	71352	38897	-9	-9	28680	3294	481	-9	0	0	71352	2	-8	-8	34900	36000	0	0	0	0	0	0	0	0	0	0	71352	0	0	2	2	2	0	0	2	2	2	2	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	0	2	0	0	2	2	0	0	2	2	2	0	0	0	2	0	0	1512
25	MA	1	61789	-9	-9	0	61499	61499	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	66027	66027	57261	1	44379	12882	0	57261	39088	9352	-9	27	825	51	165	0	7753	57261	-9	-9	0	57261	57261	-9	-9	-9	-9	-9	-9	-9	0	57261	57261	1	1048	1	1	1336	2	2	-8	-8	-8	-8	-8	-9	-9	-9	-9	0	57261	57261	-9	-9	-9	-9	-9	-9	1048	0	56213	57261	1	3632	-9	61500	66000	0	0	0	0	0	0	0	0	0	0	57261	1048	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	1	0	2	1	1	0	1	1	1	1	0	1	2	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	1	2	0	0	1039
26	MI	129	161096	25313	20446	204	47197	93160	41027	1182	2391	109	0	0	1753	735	10	560	1145	1316	80	43840	94148	158076	3	83957	30370	43749	158076	37920	31000	1932	494	427	44	266	5	85988	158076	57935	74922	274	24945	158076	3364	1838	7261	24029	17106	9405	1919	9944	83210	158076	1	2	3	1	-9	1	1	117	162	5	-9	8	75623	1077	652	275	7	80442	158076	61533	41	106	265	15038	4901	35	980	75177	158076	1	61	2	100100	101000	0	0	4394	0	0	0	0	0	0	93951	59731	2	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	2016
27	MN	1	97250	-9	-9	-9	48613	48613	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	47033	47033	98830	1	74509	24321	0	98830	65987	16489	0	5011	2622	0	8721	0	0	98830	45549	53281	0	0	98830	7853	4221	9170	10570	18353	34017	4239	10245	162	98830	1	2684	1	1	1575	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	98830	98830	-9	-9	-9	-9	-9	-9	2684	0	96146	98830	1	-9	-9	48600	47000	0	0	0	0	0	0	0	0	0	98830	0	2684	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	0	2	2	0	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	2	0	0	2298
28	MS	1	29067	4328	4469	0	135	8932	5506	848	1895	-8	476	0	0	0	0	55	895	0	486	18	10179	27820	1	21668	6147	5	27820	11522	15818	300	34	89	0	0	0	57	27820	27820	0	0	0	27820	71	904	4264	11066	10662	851	2	0	0	27820	1	1633	2	2	-8	1	1	-8	640	151	-8	-8	11749	15172	0	0	899	0	27820	22998	0	0	0	3017	0	1633	172	0	27820	1	-9	-9	8900	10200	0	0	0	0	0	0	0	0	0	27820	0	0	1633	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	1223
29	MO	2	43586	15939	5105	4272	25	25341	10963	908	3679	898	20	-9	8900	-9	-9	417	-9	-9	-9	324	26109	42808	1	30644	12162	2	42808	32214	9411	807	118	144	-9	-9	0	114	42808	41805	931	25	47	42808	1307	811	4575	11842	16274	3035	1043	0	3921	42808	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	22683	-9	-9	18652	1448	25	42808	38450	-9	-9	-9	778	431	3124	0	25	42808	1	43	-9	25300	26100	0	0	0	0	0	0	0	0	0	42808	0	0	0	3	2	2	2	0	3	2	2	2	2	2	0	2	0	0	2	0	0	0	2	3	3	3	3	2	3	2	2	2	2	2	0	0	0	3	3	2	2	1	2	3	2	2	2	2	2	2	2	0	3	3	0	0	0	0	0	0	0	2	0	0	2	2	1	3	2	0	0	0	2	2	2	0	1	3	0	0	902
